,don_id,ppe,date,qty
0,don926,handmadeMasks,2020-07-02 17:49:35.239000+00:00,10.0
1,don927,handmadeMasks,2020-07-03 00:18:27.831000+00:00,12.0
2,don929,respirators,2020-07-03 21:38:54.525000+00:00,5.0
3,don930,handmadeMasks,2020-07-04 01:02:11.305000+00:00,100.0
4,don932,handmadeMasks,2020-07-04 23:53:50.670000+00:00,10.0
5,don933,faceShields,2020-07-05 18:55:42.911000+00:00,30.0
6,don936,disinfectingWipes,2020-07-05 20:13:35.364000+00:00,10.0
7,don936,respirators,2020-07-05 20:13:35.364000+00:00,20.0
8,don936,surgicalMasks,2020-07-05 20:13:35.364000+00:00,30.0
9,don937,handmadeMasks,2020-07-06 07:58:21.363000+00:00,24.0
10,don938,handmadeMasks,2020-07-07 00:52:46.288000+00:00,10.0
11,don939,faceShields,2020-07-07 02:27:02.127000+00:00,25.0
12,don940,surgicalMasks,2020-07-07 15:07:44.556000+00:00,1000.0
13,don941,handmadeMasks,2020-07-07 15:57:38.288000+00:00,25.0
14,don942,coveralls,2020-07-07 16:06:20.666000+00:00,10.0
15,don943,surgicalMasks,2020-07-08 02:09:36.879000+00:00,200.0
16,don946,respirators,2020-07-08 18:14:52.349000+00:00,40.0
17,don946,surgicalMasks,2020-07-08 18:14:52.349000+00:00,50.0
18,don947,handmadeMasks,2020-07-08 19:33:50.390000+00:00,25.0
19,don948,surgicalMasks,2020-07-08 21:25:25.528000+00:00,1000.0
20,don949,surgicalMasks,2020-07-08 22:50:12.906000+00:00,450.0
21,don950,handmadeMasks,2020-07-09 00:35:54.380000+00:00,30.0
22,don951,handmadeMasks,2020-07-09 16:08:30.471000+00:00,15.0
