,don_id,ppe,date,qty
0,don0,printedFaceShields,2020-04-09 13:08:00+00:00,10.0
1,don1,printedFaceShields,2020-04-09 13:36:00+00:00,1.0
2,don10,printedFaceShields,2020-04-10 11:44:00+00:00,20.0
3,don11,printedFaceShields,2020-04-10 12:09:00+00:00,100.0
4,don12,printedFaceShields,2020-04-10 12:35:00+00:00,500.0
5,don13,printedFaceShields,2020-04-10 15:12:00+00:00,100.0
6,don14,printedFaceShields,2020-04-10 18:30:00+00:00,14.0
7,don16,printedFaceShields,2020-04-10 20:39:00+00:00,400.0
8,don165,printedFaceShields,2020-04-10 04:30:00+00:00,100.0
9,don17,printedFaceShields,2020-04-10 20:40:00+00:00,30.0
10,don18,printedFaceShields,2020-04-10 21:04:00+00:00,50.0
11,don19,printedFaceShields,2020-04-10 23:57:00+00:00,30.0
12,don20,printedFaceShields,2020-04-11 12:09:00+00:00,1000.0
13,don21,printedFaceShields,2020-04-11 18:00:00+00:00,70.0
14,don22,printedFaceShields,2020-04-11 18:22:00+00:00,50.0
15,don23,printedFaceShields,2020-04-11 21:04:00+00:00,50.0
16,don237,printedFaceShields,2020-04-10 19:27:00+00:00,10.0
17,don24,printedFaceShields,2020-04-12 11:39:00+00:00,5.0
18,don25,printedFaceShields,2020-04-12 15:57:00+00:00,50.0
19,don3,printedFaceShields,2020-04-09 14:24:00+00:00,5.0
20,don5,printedFaceShields,2020-04-09 23:43:00+00:00,7.0
21,don6,printedFaceShields,2020-04-10 02:45:00+00:00,50.0
22,don71,printedFaceShields,2020-04-09 17:52:00+00:00,10.0
23,don8,printedFaceShields,2020-04-10 11:13:00+00:00,100.0
24,don9,printedFaceShields,2020-04-10 11:32:00+00:00,30.0
