,don_id,rec_id,distance
0,don878,rec1004,1771.381
1,don878,rec1008,1771.381
2,don878,rec1009,1771.381
3,don878,rec101,1646.1675
4,don878,rec1011,1361.0639999999999
5,don878,rec1012,916.9045
6,don878,rec1013,1687.427
7,don878,rec1014,563.1355
8,don878,rec1015,1687.427
9,don878,rec1017,1771.381
10,don878,rec1019,1930.853
11,don878,rec102,1280.471
12,don878,rec1021,1687.427
13,don878,rec1026,708.585
14,don878,rec103,1537.2215
15,don878,rec1030,916.9045
16,don878,rec1034,708.585
17,don878,rec1038,916.9045
18,don878,rec1042,916.9045
19,don878,rec1043,1609.719
20,don878,rec1044,1057.0585
21,don878,rec1051,1771.381
22,don878,rec1054,916.9045
23,don878,rec1055,1609.719
24,don878,rec1056,1057.0585
25,don878,rec1057,1464.1484999999998
26,don878,rec1060,1771.381
27,don878,rec1061,1464.1484999999998
28,don878,rec1065,937.9275
29,don878,rec1066,533.5989999999999
30,don878,rec1068,1241.0365000000002
31,don878,rec1069,533.5989999999999
32,don878,rec1075,1241.0365000000002
33,don878,rec1076,1893.2645
34,don878,rec1077,1893.2645
35,don878,rec1081,1893.2645
36,don878,rec1083,1153.0394999999999
37,don878,rec1086,1464.1484999999998
38,don878,rec109,563.1355
39,don878,rec1095,843.505
40,don878,rec1098,747.8325
41,don878,rec1101,1687.427
42,don878,rec1105,1646.1675
43,don878,rec1109,1153.0394999999999
44,don878,rec1111,1771.381
45,don878,rec1113,1609.719
46,don878,rec1114,843.505
47,don878,rec1124,1361.0639999999999
48,don878,rec1129,1464.1484999999998
49,don878,rec113,1771.381
50,don878,rec1136,1609.719
51,don878,rec1139,747.8325
52,don878,rec1144,892.107
53,don878,rec1145,708.585
54,don878,rec1148,1646.1675
55,don878,rec115,589.607
56,don878,rec1153,366.27750000000003
57,don878,rec1155,843.505
58,don878,rec1158,659.2950000000001
59,don878,rec116,1464.1484999999998
60,don878,rec1166,1609.719
61,don878,rec117,1464.1484999999998
62,don878,rec1175,1771.381
63,don878,rec1176,937.9275
64,don878,rec1177,1741.351
65,don878,rec1178,1609.719
66,don878,rec1179,1930.853
67,don878,rec118,1646.1675
68,don878,rec1188,1186.5075000000002
69,don878,rec119,1057.0585
70,don878,rec1192,1153.0394999999999
71,don878,rec1193,708.585
72,don878,rec1196,1086.496
73,don878,rec1200,1609.719
74,don878,rec1208,1500.7305000000001
75,don878,rec1209,1893.2645
76,don878,rec1211,916.9045
77,don878,rec1212,1893.2645
78,don878,rec1220,1117.795
79,don878,rec1221,1057.0585
80,don878,rec1222,1428.569
81,don878,rec1226,937.9275
82,don878,rec1227,747.8325
83,don878,rec1229,747.8325
84,don878,rec123,1153.0394999999999
85,don878,rec1231,366.27750000000003
86,don878,rec1233,502.35350000000005
87,don878,rec1234,1893.2645
88,don878,rec1235,1893.2645
89,don878,rec1237,866.1279999999999
90,don878,rec1246,916.9045
91,don878,rec1247,1771.381
92,don878,rec1248,727.3615
93,don878,rec1249,1646.1675
94,don878,rec1250,1609.719
95,don878,rec1251,1117.795
96,don878,rec1254,1393.7514999999999
97,don878,rec1255,1393.7514999999999
98,don878,rec1256,257.8485
99,don878,rec1257,1574.7820000000002
100,don878,rec1260,708.585
101,don878,rec1263,1810.382
102,don878,rec1264,1609.719
103,don878,rec1269,1057.0585
104,don878,rec1273,685.0084999999999
105,don878,rec1274,1930.853
106,don878,rec1275,1057.0585
107,don878,rec1278,1186.5075000000002
108,don878,rec128,1893.2645
109,don878,rec1284,1153.0394999999999
110,don878,rec1286,916.9045
111,don878,rec1287,708.585
112,don878,rec1289,1153.0394999999999
113,don878,rec1290,1186.5075000000002
114,don878,rec1294,1574.7820000000002
115,don878,rec1297,916.9045
116,don878,rec130,1646.1675
117,don878,rec131,1464.1484999999998
118,don878,rec1310,366.27750000000003
119,don878,rec1313,937.9275
120,don878,rec1314,1117.795
121,don878,rec1316,1893.2645
122,don878,rec1318,257.8485
123,don878,rec132,1930.853
124,don878,rec1320,1213.853
125,don878,rec1322,866.1279999999999
126,don878,rec1325,502.35350000000005
127,don878,rec1326,659.2950000000001
128,don878,rec1328,387.0505
129,don878,rec1329,1117.795
130,don878,rec1332,708.585
131,don878,rec1333,916.9045
132,don878,rec1334,1609.719
133,don878,rec1335,1771.381
134,don878,rec1336,916.9045
135,don878,rec1346,685.0084999999999
136,don878,rec1349,685.0084999999999
137,don878,rec1350,1057.0585
138,don878,rec1351,1186.5075000000002
139,don878,rec1353,773.424
140,don878,rec1356,1153.0394999999999
141,don878,rec1359,1213.853
142,don878,rec1360,916.9045
143,don878,rec1361,387.0505
144,don878,rec1362,708.585
145,don878,rec1366,685.0084999999999
146,don878,rec1367,773.424
147,don878,rec1370,1771.381
148,don878,rec1371,1687.427
149,don878,rec1372,1771.381
150,don878,rec1376,1057.0585
151,don878,rec1379,1893.2645
152,don878,rec1380,1893.2645
153,don878,rec1383,1771.381
154,don878,rec1384,589.607
155,don878,rec1385,916.9045
156,don878,rec1387,1326.1255
157,don878,rec1388,916.9045
158,don878,rec1389,1117.795
159,don878,rec1390,708.585
160,don878,rec1391,1004.607
161,don878,rec1393,685.0084999999999
162,don878,rec1395,1741.351
163,don878,rec1424,589.607
164,don878,rec1456,916.9045
165,don878,rec146,1393.7514999999999
166,don878,rec148,1241.0365000000002
167,don878,rec1499,708.585
168,don878,rec150,892.107
169,don878,rec151,1646.1675
170,don878,rec154,1393.7514999999999
171,don878,rec1559,1086.496
172,don878,rec156,1771.381
173,don878,rec157,708.585
174,don878,rec158,1609.719
175,don878,rec161,1086.496
176,don878,rec163,980.8045
177,don878,rec164,980.8045
178,don878,rec167,1574.7820000000002
179,don878,rec168,1609.719
180,don878,rec17,1186.5075000000002
181,don878,rec170,1687.427
182,don878,rec1707,1930.853
183,don878,rec1754,892.107
184,don878,rec177,1771.381
185,don878,rec1771,1280.471
186,don878,rec18,533.5989999999999
187,don878,rec180,589.607
188,don878,rec185,1893.2645
189,don878,rec186,1893.2645
190,don878,rec1867,685.0084999999999
191,don878,rec189,1771.381
192,don878,rec19,685.0084999999999
193,don878,rec190,1771.381
194,don878,rec191,1771.381
195,don878,rec192,1771.381
196,don878,rec196,1241.0365000000002
197,don878,rec197,1771.381
198,don878,rec1999,1962.951
199,don878,rec2,1186.5075000000002
200,don878,rec202,1117.795
201,don878,rec2027,1086.496
202,don878,rec203,1646.1675
203,don878,rec204,800.7660000000001
204,don878,rec209,1057.0585
205,don878,rec211,1153.0394999999999
206,don878,rec218,727.3615
207,don878,rec22,866.1279999999999
208,don878,rec223,708.585
209,don878,rec227,1029.376
210,don878,rec230,685.0084999999999
211,don878,rec238,312.05600000000004
212,don878,rec239,1851.429
