,don_id,rec_id,ppe,qty,date,distance
64,don184,rec715,handmadeMasks,30.0,2020-04-22 16:26:00+00:00,13.9625
65,don185,rec1520,handmadeMasks,18.0,2020-04-22 16:26:00+00:00,5.1215
66,don186,rec2142,handmadeMasks,400.0,2020-04-22 16:26:00+00:00,5.1215
67,don187,rec1488,handmadeMasks,15.0,2020-04-22 16:26:00+00:00,5.1215
68,don188,rec1617,handmadeMasks,50.0,2020-04-22 16:26:00+00:00,5.1215
69,don189,rec910,handmadeMasks,20.0,2020-04-22 16:26:00+00:00,5.1215
70,don190,rec685,handmadeMasks,25.0,2020-04-22 16:26:00+00:00,5.1215
71,don191,rec1916,handmadeMasks,20.0,2020-04-22 16:26:00+00:00,5.1215
72,don192,rec2356,handmadeMasks,100.0,2020-04-22 16:26:00+00:00,5.1215
73,don197,rec1985,handmadeMasks,12.0,2020-04-22 16:26:00+00:00,45.4975
74,don201,rec160,handmadeMasks,30.0,2020-04-22 16:26:00+00:00,5.1215
75,don202,rec1702,handmadeMasks,100.0,2020-04-22 16:26:00+00:00,5.1215
76,don203,rec223,handmadeMasks,24.0,2020-04-22 16:26:00+00:00,5.1215
77,don207,rec2142,handmadeMasks,30.0,2020-04-22 16:26:00+00:00,5.1215
78,don208,rec267,handmadeMasks,100.0,2020-04-22 16:26:00+00:00,5.1215
79,don209,rec2017,handmadeMasks,17.0,2020-04-22 16:26:00+00:00,67.313
80,don210,rec2352,handmadeMasks,10.0,2020-04-22 16:26:00+00:00,5.1215
81,don211,rec451,handmadeMasks,70.0,2020-04-22 16:26:00+00:00,5.1215
82,don212,rec1708,handmadeMasks,100.0,2020-04-22 16:26:00+00:00,5.1215
83,don213,rec250,handmadeMasks,40.0,2020-04-22 16:26:00+00:00,31.4605
84,don222,rec1231,handmadeMasks,36.0,2020-04-22 16:26:00+00:00,31.4605
85,don225,rec1708,handmadeMasks,50.0,2020-04-22 16:26:00+00:00,5.1215
86,don226,rec1651,handmadeMasks,20.0,2020-04-22 16:26:00+00:00,5.1215
87,don227,rec7,handmadeMasks,5.0,2020-04-22 16:26:00+00:00,5.1215
88,don237,rec2251,handmadeMasks,10.0,2020-04-22 16:26:00+00:00,5.1215
89,don239,rec2422,handmadeMasks,20.0,2020-04-22 16:26:00+00:00,21.814500000000002
90,don244,rec1816,handmadeMasks,4.0,2020-04-22 16:26:00+00:00,5.1215
91,don245,rec2267,handmadeMasks,50.0,2020-04-22 16:26:00+00:00,45.4975
92,don246,rec45,handmadeMasks,24.0,2020-04-22 16:26:00+00:00,5.1215
93,don247,rec2481,handmadeMasks,2.0,2020-04-22 16:26:00+00:00,45.4975
94,don248,rec157,handmadeMasks,15.0,2020-04-22 16:26:00+00:00,5.1215
95,don256,rec2167,handmadeMasks,40.0,2020-04-22 16:26:00+00:00,21.814500000000002
96,don263,rec2473,handmadeMasks,2.0,2020-04-22 16:26:00+00:00,5.1215
97,don267,rec281,handmadeMasks,25.0,2020-04-22 16:26:00+00:00,5.1215
98,don281,rec1660,handmadeMasks,6.0,2020-04-22 16:26:00+00:00,5.1215
99,don286,rec584,handmadeMasks,2.0,2020-04-22 16:26:00+00:00,92.1265
100,don287,rec584,handmadeMasks,2.0,2020-04-22 16:26:00+00:00,92.1265
101,don288,rec584,handmadeMasks,2.0,2020-04-22 16:26:00+00:00,92.1265
102,don301,rec2107,handmadeMasks,10.0,2020-04-22 16:26:00+00:00,5.1215
103,don303,rec2473,handmadeMasks,10.0,2020-04-22 16:26:00+00:00,5.1215
104,don304,rec483,handmadeMasks,5.0,2020-04-22 16:26:00+00:00,13.9625
105,don306,rec1608,handmadeMasks,100.0,2020-04-22 16:26:00+00:00,5.1215
106,don71,rec2605,handmadeMasks,10.0,2020-04-22 16:26:00+00:00,13.9625
107,don72,rec1881,handmadeMasks,25.0,2020-04-22 16:26:00+00:00,5.1215
108,don73,rec395,handmadeMasks,200.0,2020-04-22 16:26:00+00:00,5.1215
109,don74,rec2169,handmadeMasks,2.0,2020-04-22 16:26:00+00:00,13.9625
110,don75,rec1972,handmadeMasks,1.0,2020-04-22 16:26:00+00:00,5.1215
111,don81,rec2292,handmadeMasks,50.0,2020-04-22 16:26:00+00:00,21.814500000000002
112,don85,rec770,handmadeMasks,50.0,2020-04-22 16:26:00+00:00,5.1215
113,don94,rec2514,handmadeMasks,5.0,2020-04-22 16:26:00+00:00,5.1215
114,don99,rec1177,handmadeMasks,10.0,2020-04-22 16:26:00+00:00,5.1215
115,don101,rec2646,surgicalMasks,6.0,2020-04-22 16:26:00+00:00,5.1215
116,don121,rec1436,surgicalMasks,100.0,2020-04-22 16:26:00+00:00,5.1215
117,don127,rec2643,surgicalMasks,300.0,2020-04-22 16:26:00+00:00,5.1215
118,don130,rec2091,surgicalMasks,50.0,2020-04-22 16:26:00+00:00,5.1215
119,don131,rec1616,surgicalMasks,150.0,2020-04-22 16:26:00+00:00,5.1215
120,don152,rec2545,surgicalMasks,150.0,2020-04-22 16:26:00+00:00,5.1215
121,don153,rec1454,surgicalMasks,20.0,2020-04-22 16:26:00+00:00,13.9625
122,don157,rec2597,surgicalMasks,50.0,2020-04-22 16:26:00+00:00,45.4975
123,don167,rec1362,surgicalMasks,1000.0,2020-04-22 16:26:00+00:00,5.1215
124,don292,rec1000,surgicalMasks,150.0,2020-04-22 16:26:00+00:00,5.1215
125,don294,rec1199,surgicalMasks,200.0,2020-04-22 16:26:00+00:00,5.1215
126,don296,rec1385,surgicalMasks,1000.0,2020-04-22 16:26:00+00:00,5.1215
127,don300,rec1757,surgicalMasks,75.0,2020-04-22 16:26:00+00:00,5.1215
128,don77,rec611,surgicalMasks,95.0,2020-04-22 16:26:00+00:00,5.1215
129,don96,rec1263,surgicalMasks,300.0,2020-04-22 16:26:00+00:00,5.1215
130,don100,rec427,nitrileGloves,100.0,2020-04-22 16:26:00+00:00,31.4605
131,don117,rec1051,nitrileGloves,1.0,2020-04-22 16:26:00+00:00,5.1215
132,don118,rec645,nitrileGloves,4.0,2020-04-22 16:26:00+00:00,5.1215
133,don119,rec709,nitrileGloves,9.0,2020-04-22 16:26:00+00:00,5.1215
134,don120,rec1217,nitrileGloves,300.0,2020-04-22 16:26:00+00:00,67.313
135,don145,rec1,nitrileGloves,5.0,2020-04-22 16:26:00+00:00,5.1215
136,don175,rec1046,nitrileGloves,1.0,2020-04-22 16:26:00+00:00,5.1215
137,don233,rec300,nitrileGloves,200.0,2020-04-22 16:26:00+00:00,13.9625
138,don250,rec65,nitrileGloves,1.0,2020-04-22 16:26:00+00:00,5.1215
139,don255,rec1044,nitrileGloves,2.0,2020-04-22 16:26:00+00:00,5.1215
140,don84,rec815,nitrileGloves,200.0,2020-04-22 16:26:00+00:00,5.1215
141,don86,rec863,nitrileGloves,500.0,2020-04-22 16:26:00+00:00,5.1215
142,don90,rec1182,nitrileGloves,5.0,2020-04-22 16:26:00+00:00,5.1215
143,don92,rec542,nitrileGloves,3.0,2020-04-22 16:26:00+00:00,31.4605
144,don171,rec1176,disposableBooties,300.0,2020-04-22 16:26:00+00:00,5.1215
