,don_id,rec_id,ppe,qty,date,distance
39,don738,rec150,faceShields,200.0,2020-05-14 16:26:00+00:00,5.1215
40,don739,rec150,faceShields,100.0,2020-05-14 16:26:00+00:00,5.1215
41,don742,rec770,faceShields,20.0,2020-05-14 16:26:00+00:00,31.4605
42,don747,rec2783,faceShields,100.0,2020-05-14 16:26:00+00:00,5.1215
43,don748,rec2500,faceShields,45.0,2020-05-14 16:26:00+00:00,5.1215
44,don766,rec3383,faceShields,2.0,2020-05-14 16:26:00+00:00,5.1215
45,don683,rec1585,handmadeMasks,30.0,2020-05-14 16:26:00+00:00,5.1215
46,don685,rec373,handmadeMasks,15.0,2020-05-14 16:26:00+00:00,5.1215
47,don687,rec1325,handmadeMasks,50.0,2020-05-14 16:26:00+00:00,5.1215
48,don688,rec1093,handmadeMasks,20.0,2020-05-14 16:26:00+00:00,5.1215
49,don690,rec2468,handmadeMasks,1.0,2020-05-14 16:26:00+00:00,5.1215
50,don703,rec1951,handmadeMasks,100.0,2020-05-14 16:26:00+00:00,5.1215
51,don705,rec2197,handmadeMasks,20.0,2020-05-14 16:26:00+00:00,5.1215
52,don714,rec1493,handmadeMasks,15.0,2020-05-14 16:26:00+00:00,5.1215
53,don723,rec2112,handmadeMasks,5.0,2020-05-14 16:26:00+00:00,5.1215
54,don733,rec3008,handmadeMasks,30.0,2020-05-14 16:26:00+00:00,5.1215
55,don736,rec3032,handmadeMasks,10.0,2020-05-14 16:26:00+00:00,5.1215
56,don737,rec794,handmadeMasks,24.0,2020-05-14 16:26:00+00:00,5.1215
57,don740,rec1139,handmadeMasks,42.0,2020-05-14 16:26:00+00:00,5.1215
58,don741,rec1844,handmadeMasks,27.0,2020-05-14 16:26:00+00:00,5.1215
59,don744,rec395,handmadeMasks,30.0,2020-05-14 16:26:00+00:00,5.1215
60,don746,rec1844,handmadeMasks,37.0,2020-05-14 16:26:00+00:00,5.1215
61,don749,rec1098,handmadeMasks,50.0,2020-05-14 16:26:00+00:00,13.9625
62,don750,rec395,handmadeMasks,32.0,2020-05-14 16:26:00+00:00,5.1215
63,don761,rec1881,handmadeMasks,5.0,2020-05-14 16:26:00+00:00,21.814500000000002
64,don770,rec426,handmadeMasks,150.0,2020-05-14 16:26:00+00:00,5.1215
65,don682,rec3642,safetyGoggles,200.0,2020-05-14 16:26:00+00:00,5.1215
66,don711,rec3697,safetyGoggles,5.0,2020-05-14 16:26:00+00:00,5.1215
67,don168,rec3666,printedFaceShields,150.0,2020-05-14 16:26:00+00:00,5.1215
68,don17,rec3622,printedFaceShields,30.0,2020-05-14 16:26:00+00:00,5.1215
69,don18,rec3604,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,5.1215
70,don19,rec3635,printedFaceShields,10.0,2020-05-14 16:26:00+00:00,5.1215
71,don195,rec3654,printedFaceShields,6.0,2020-05-14 16:26:00+00:00,5.1215
72,don199,rec3678,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,5.1215
73,don20,rec3647,printedFaceShields,9.0,2020-05-14 16:26:00+00:00,5.1215
74,don21,rec3622,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,5.1215
75,don217,rec3678,printedFaceShields,10.0,2020-05-14 16:26:00+00:00,5.1215
76,don218,rec3648,printedFaceShields,40.0,2020-05-14 16:26:00+00:00,5.1215
77,don219,rec3648,printedFaceShields,45.0,2020-05-14 16:26:00+00:00,171.4935
78,don22,rec3590,printedFaceShields,10.0,2020-05-14 16:26:00+00:00,13.9625
79,don223,rec3657,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,5.1215
80,don224,rec3659,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,685.0084999999999
81,don229,rec3666,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,171.4935
82,don23,rec3604,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,92.1265
83,don231,rec3685,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,45.4975
84,don234,rec3641,printedFaceShields,200.0,2020-05-14 16:26:00+00:00,117.8545
85,don235,rec3641,printedFaceShields,300.0,2020-05-14 16:26:00+00:00,13.9625
86,don237,rec3685,printedFaceShields,10.0,2020-05-14 16:26:00+00:00,612.837
87,don24,rec3666,printedFaceShields,5.0,2020-05-14 16:26:00+00:00,209.404
88,don240,rec3666,printedFaceShields,15.0,2020-05-14 16:26:00+00:00,171.4935
89,don242,rec3666,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,5.1215
90,don25,rec3645,printedFaceShields,30.0,2020-05-14 16:26:00+00:00,612.837
91,don257,rec3666,printedFaceShields,30.0,2020-05-14 16:26:00+00:00,191.25650000000002
92,don258,rec3685,printedFaceShields,1000.0,2020-05-14 16:26:00+00:00,937.9275
93,don259,rec3685,printedFaceShields,1.0,2020-05-14 16:26:00+00:00,366.27750000000003
94,don26,rec3666,printedFaceShields,35.0,2020-05-14 16:26:00+00:00,589.607
95,don260,rec3666,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,287.5555
96,don261,rec3666,printedFaceShields,17.0,2020-05-14 16:26:00+00:00,287.5555
97,don262,rec3666,printedFaceShields,28.0,2020-05-14 16:26:00+00:00,191.25650000000002
98,don264,rec3685,printedFaceShields,600.0,2020-05-14 16:26:00+00:00,1029.376
99,don265,rec3685,printedFaceShields,5.0,2020-05-14 16:26:00+00:00,191.25650000000002
100,don267,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,13.9625
101,don27,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,31.4605
102,don272,rec3685,printedFaceShields,70.0,2020-05-14 16:26:00+00:00,331.023
103,don274,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1574.7820000000002
104,don28,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1893.2645
105,don280,rec3685,printedFaceShields,25.0,2020-05-14 16:26:00+00:00,287.5555
106,don284,rec3685,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,708.585
107,don289,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,470.42600000000004
108,don290,rec3685,printedFaceShields,30.0,2020-05-14 16:26:00+00:00,727.3615
109,don299,rec3685,printedFaceShields,40.0,2020-05-14 16:26:00+00:00,1280.471
110,don3,rec3685,printedFaceShields,5.0,2020-05-14 16:26:00+00:00,1057.0585
111,don30,rec3685,printedFaceShields,1.0,2020-05-14 16:26:00+00:00,1057.0585
112,don302,rec3685,printedFaceShields,80.0,2020-05-14 16:26:00+00:00,1117.795
113,don307,rec3685,printedFaceShields,70.0,2020-05-14 16:26:00+00:00,1609.719
114,don308,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1464.1484999999998
115,don309,rec3685,printedFaceShields,52.0,2020-05-14 16:26:00+00:00,1393.7514999999999
116,don31,rec3685,printedFaceShields,500.0,2020-05-14 16:26:00+00:00,1117.795
117,don318,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1962.951
118,don319,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1213.853
119,don32,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1646.1675
120,don324,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,958.2555
121,don34,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1537.2215
122,don342,rec3685,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,1574.7820000000002
123,don344,rec3685,printedFaceShields,10.0,2020-05-14 16:26:00+00:00,1361.0639999999999
124,don345,rec3685,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,1893.2645
125,don35,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,980.8045
126,don353,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1213.853
127,don36,rec3685,printedFaceShields,48.0,2020-05-14 16:26:00+00:00,1213.853
128,don369,rec3685,printedFaceShields,40.0,2020-05-14 16:26:00+00:00,1893.2645
129,don37,rec3685,printedFaceShields,400.0,2020-05-14 16:26:00+00:00,1153.0394999999999
130,don375,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1609.719
131,don379,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,916.9045
132,don38,rec3685,printedFaceShields,15.0,2020-05-14 16:26:00+00:00,1741.351
133,don388,rec3685,printedFaceShields,600.0,2020-05-14 16:26:00+00:00,1771.381
134,don389,rec3685,printedFaceShields,10.0,2020-05-14 16:26:00+00:00,387.0505
135,don40,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1893.2645
136,don41,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1771.381
137,don418,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1186.5075000000002
138,don419,rec3685,printedFaceShields,80.0,2020-05-14 16:26:00+00:00,1117.795
139,don42,rec3685,printedFaceShields,500.0,2020-05-14 16:26:00+00:00,1930.853
140,don424,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1464.1484999999998
141,don425,rec3685,printedFaceShields,40.0,2020-05-14 16:26:00+00:00,1609.719
142,don431,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,980.8045
143,don432,rec3685,printedFaceShields,500.0,2020-05-14 16:26:00+00:00,1326.1255
144,don44,rec3685,printedFaceShields,25.0,2020-05-14 16:26:00+00:00,1280.471
145,don45,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1213.853
146,don459,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1241.0365000000002
147,don46,rec3685,printedFaceShields,14.0,2020-05-14 16:26:00+00:00,348.2025
148,don460,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,366.27750000000003
149,don47,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,916.9045
150,don475,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1280.471
151,don48,rec3685,printedFaceShields,70.0,2020-05-14 16:26:00+00:00,1609.719
152,don482,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1117.795
153,don483,rec3685,printedFaceShields,500.0,2020-05-14 16:26:00+00:00,1574.7820000000002
154,don5,rec3685,printedFaceShields,7.0,2020-05-14 16:26:00+00:00,1280.471
155,don50,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1574.7820000000002
156,don500,rec3685,printedFaceShields,15.0,2020-05-14 16:26:00+00:00,1609.719
157,don505,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1609.719
158,don507,rec3685,printedFaceShields,350.0,2020-05-14 16:26:00+00:00,1537.2215
159,don508,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1609.719
160,don52,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1117.795
161,don520,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,1574.7820000000002
162,don521,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1930.853
163,don523,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,191.25650000000002
164,don529,rec3685,printedFaceShields,35.0,2020-05-14 16:26:00+00:00,1537.2215
165,don53,rec3685,printedFaceShields,300.0,2020-05-14 16:26:00+00:00,1930.853
166,don530,rec3685,printedFaceShields,35.0,2020-05-14 16:26:00+00:00,1609.719
167,don538,rec3685,printedFaceShields,35.0,2020-05-14 16:26:00+00:00,1893.2645
168,don551,rec3685,printedFaceShields,20.0,2020-05-14 16:26:00+00:00,1393.7514999999999
169,don56,rec3685,printedFaceShields,15.0,2020-05-14 16:26:00+00:00,1574.7820000000002
170,don57,rec3685,printedFaceShields,9.0,2020-05-14 16:26:00+00:00,1241.0365000000002
171,don58,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,191.25650000000002
172,don585,rec3685,printedFaceShields,75.0,2020-05-14 16:26:00+00:00,1213.853
173,don59,rec3685,printedFaceShields,100.0,2020-05-14 16:26:00+00:00,980.8045
174,don6,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,387.0505
175,don60,rec3685,printedFaceShields,200.0,2020-05-14 16:26:00+00:00,1241.0365000000002
176,don61,rec3685,printedFaceShields,300.0,2020-05-14 16:26:00+00:00,1609.719
177,don62,rec3685,printedFaceShields,15.0,2020-05-14 16:26:00+00:00,1241.0365000000002
178,don621,rec3685,printedFaceShields,14.0,2020-05-14 16:26:00+00:00,1962.951
179,don626,rec3685,printedFaceShields,50.0,2020-05-14 16:26:00+00:00,1609.719
180,don63,rec3685,printedFaceShields,40.0,2020-05-14 16:26:00+00:00,1326.1255
181,don633,rec3685,printedFaceShields,14.0,2020-05-14 16:26:00+00:00,892.107
