,don_id,ppe,date,qty
0,don10,faceShields,2020-04-10 11:44:00+00:00,20.0
1,don11,faceShields,2020-04-10 12:09:00+00:00,100.0
2,don12,faceShields,2020-04-10 12:35:00+00:00,500.0
3,don13,faceShields,2020-04-10 15:12:00+00:00,100.0
4,don14,faceShields,2020-04-10 18:30:00+00:00,14.0
5,don148,faceShields,2020-04-16 14:49:00+00:00,82.0
6,don16,faceShields,2020-04-10 20:39:00+00:00,400.0
7,don165,faceShields,2020-04-10 04:30:00+00:00,100.0
8,don17,faceShields,2020-04-10 20:40:00+00:00,30.0
9,don18,faceShields,2020-04-10 21:04:00+00:00,50.0
10,don19,faceShields,2020-04-10 23:57:00+00:00,30.0
11,don20,faceShields,2020-04-11 12:09:00+00:00,1000.0
12,don21,faceShields,2020-04-11 18:00:00+00:00,70.0
13,don22,faceShields,2020-04-11 18:22:00+00:00,50.0
14,don23,faceShields,2020-04-11 21:04:00+00:00,50.0
15,don237,faceShields,2020-04-10 19:27:00+00:00,10.0
16,don24,faceShields,2020-04-12 11:39:00+00:00,5.0
17,don25,faceShields,2020-04-12 15:57:00+00:00,50.0
18,don26,faceShields,2020-04-13 10:09:00+00:00,35.0
19,don27,faceShields,2020-04-13 10:22:00+00:00,100.0
20,don28,faceShields,2020-04-13 11:19:00+00:00,100.0
21,don30,faceShields,2020-04-13 12:46:00+00:00,1.0
22,don31,faceShields,2020-04-13 13:04:00+00:00,500.0
23,don32,faceShields,2020-04-13 13:53:00+00:00,50.0
24,don34,faceShields,2020-04-13 15:00:00+00:00,100.0
25,don35,faceShields,2020-04-13 15:07:00+00:00,100.0
26,don36,faceShields,2020-04-13 15:14:00+00:00,48.0
27,don37,faceShields,2020-04-13 15:47:00+00:00,400.0
28,don38,faceShields,2020-04-13 15:51:00+00:00,15.0
29,don40,faceShields,2020-04-13 18:58:00+00:00,100.0
30,don41,faceShields,2020-04-13 23:44:00+00:00,100.0
31,don42,faceShields,2020-04-14 01:46:00+00:00,500.0
32,don44,faceShields,2020-04-14 17:48:00+00:00,25.0
33,don45,faceShields,2020-04-15 10:21:00+00:00,100.0
34,don46,faceShields,2020-04-15 10:56:00+00:00,14.0
35,don47,faceShields,2020-04-15 16:05:00+00:00,100.0
36,don48,faceShields,2020-04-15 19:24:00+00:00,70.0
37,don5,faceShields,2020-04-09 23:43:00+00:00,7.0
38,don50,faceShields,2020-04-15 22:04:00+00:00,100.0
39,don52,faceShields,2020-04-16 10:52:00+00:00,100.0
40,don53,faceShields,2020-04-16 11:19:00+00:00,300.0
41,don56,faceShields,2020-04-16 16:01:00+00:00,15.0
42,don6,faceShields,2020-04-10 02:45:00+00:00,50.0
43,don60,faceShields,2020-04-16 00:19:00+00:00,100.0
44,don71,faceShields,2020-04-09 17:52:00+00:00,10.0
45,don8,faceShields,2020-04-10 11:13:00+00:00,100.0
46,don9,faceShields,2020-04-10 11:32:00+00:00,30.0
