,don_id,ppe,date,qty
0,don859,respirators,2020-06-05 01:51:56.685000+00:00,25.0
1,don860,printedFaceShields,2020-06-05 17:54:08.733000+00:00,498.0
2,don861,handmadeMasks,2020-06-05 21:41:53.392000+00:00,500.0
3,don862,handmadeMasks,2020-06-05 21:43:39.942000+00:00,200.0
4,don864,handmadeMasks,2020-06-08 02:39:12.190000+00:00,100.0
5,don865,printedFaceShields,2020-06-08 16:45:40.764000+00:00,800.0
6,don866,respirators,2020-06-08 19:00:05.348000+00:00,1000.0
7,don868,respirators,2020-06-09 10:56:03.379000+00:00,900.0
8,don870,printedFaceShields,2020-06-09 15:19:12.582000+00:00,263.0
9,don870,respirators,2020-06-09 15:19:12.582000+00:00,20.0
10,don871,handSanitizer,2020-06-09 18:41:15.613000+00:00,600.0
11,don872,printedFaceShields,2020-06-09 20:38:22.041000+00:00,40.0
12,don873,handmadeMasks,2020-06-09 20:45:36.469000+00:00,500.0
13,don874,printedFaceShields,2020-06-09 22:50:47.546000+00:00,20.0
14,don875,faceShields,2020-06-10 13:52:33.108000+00:00,106.0
15,don876,handmadeMasks,2020-06-10 14:25:40.283000+00:00,500.0
16,don877,handmadeMasks,2020-06-10 19:40:23.107000+00:00,33.0
