,date,don_id,rec_id,ppe,qty,distance
29,2020-04-16 16:26:00+00:00,don36,rec1797,faceShields,48.0,0.0
30,2020-04-16 16:26:00+00:00,don37,rec2008,faceShields,100.0,123.4244700241732
31,2020-04-16 16:26:00+00:00,don38,rec1,faceShields,9.0,1.5493620499887375
32,2020-04-16 16:26:00+00:00,don40,rec292,faceShields,100.0,4.640324790522216
33,2020-04-16 16:26:00+00:00,don41,rec1618,faceShields,30.0,15.88466028802763
34,2020-04-16 16:26:00+00:00,don42,rec874,faceShields,500.0,6.211938358928295
35,2020-04-16 16:26:00+00:00,don44,rec1555,faceShields,25.0,2.8503050521605067
36,2020-04-16 16:26:00+00:00,don45,rec1025,faceShields,100.0,56.09203648988967
37,2020-04-16 16:26:00+00:00,don46,rec1198,faceShields,14.0,2.7431920130469507
38,2020-04-16 16:26:00+00:00,don47,rec119,faceShields,100.0,1.3476146820843409
39,2020-04-16 16:26:00+00:00,don48,rec17,faceShields,10.0,7.22973945973619
40,2020-04-16 16:26:00+00:00,don5,rec932,faceShields,7.0,0.0
41,2020-04-16 16:26:00+00:00,don50,rec1851,faceShields,100.0,0.3381232793201945
42,2020-04-16 16:26:00+00:00,don52,rec851,faceShields,100.0,4.781701132878697
43,2020-04-16 16:26:00+00:00,don53,rec1528,faceShields,300.0,0.9603950295086198
44,2020-04-16 16:26:00+00:00,don56,rec1440,faceShields,15.0,3.0405499250575203
45,2020-04-16 16:26:00+00:00,don6,rec1389,faceShields,30.0,3.4025743719395054
46,2020-04-16 16:26:00+00:00,don60,rec1361,faceShields,100.0,1.5757451730022756
47,2020-04-16 16:26:00+00:00,don71,rec1789,faceShields,5.0,35.457006966385244
48,2020-04-16 16:26:00+00:00,don8,rec1407,faceShields,20.0,0.0
49,2020-04-16 16:26:00+00:00,don9,rec1627,faceShields,30.0,8.241846455013087
50,2020-04-23 16:26:00+00:00,don109,rec129,handmadeMasks,25.0,17.373498466644445
51,2020-04-23 16:26:00+00:00,don112,rec760,handmadeMasks,70.0,5.6087862172266245
52,2020-04-23 16:26:00+00:00,don122,rec1102,handmadeMasks,18.0,17.959057846649095
53,2020-04-23 16:26:00+00:00,don123,rec1399,handmadeMasks,30.0,2.5404271953760134
54,2020-04-23 16:26:00+00:00,don124,rec1370,handmadeMasks,100.0,3.64110417831058
55,2020-04-23 16:26:00+00:00,don125,rec567,handmadeMasks,120.0,7.402972974896785
56,2020-04-23 16:26:00+00:00,don141,rec1955,handmadeMasks,200.0,6.279187717948639
57,2020-04-23 16:26:00+00:00,don147,rec2087,handmadeMasks,50.0,0.6406746232303125
58,2020-04-23 16:26:00+00:00,don148,rec2347,handmadeMasks,20.0,1.3058652669704915
59,2020-04-23 16:26:00+00:00,don149,rec1937,handmadeMasks,50.0,21.53711162316917
60,2020-04-23 16:26:00+00:00,don150,rec360,handmadeMasks,200.0,2.968955501900344
61,2020-04-23 16:26:00+00:00,don160,rec2601,handmadeMasks,1.0,6.731927355102598
62,2020-04-23 16:26:00+00:00,don161,rec2090,handmadeMasks,4.0,2.166616699134955
63,2020-04-23 16:26:00+00:00,don163,rec2262,handmadeMasks,50.0,2.585140678979502
64,2020-04-23 16:26:00+00:00,don164,rec2342,handmadeMasks,20.0,0.8365449697846551
65,2020-04-23 16:26:00+00:00,don165,rec896,handmadeMasks,5.0,8.453570193896512
66,2020-04-23 16:26:00+00:00,don166,rec2697,handmadeMasks,10.0,1.9616239999604732
67,2020-04-23 16:26:00+00:00,don170,rec2349,handmadeMasks,25.0,5.333812047667721
68,2020-04-23 16:26:00+00:00,don178,rec2634,handmadeMasks,30.0,1.475645673030518
69,2020-04-23 16:26:00+00:00,don179,rec347,handmadeMasks,60.0,2.607471915018222
70,2020-04-23 16:26:00+00:00,don180,rec1517,handmadeMasks,50.0,1.0036460764974575
71,2020-04-23 16:26:00+00:00,don181,rec1964,handmadeMasks,5.0,7.529167388300687
72,2020-04-23 16:26:00+00:00,don182,rec1527,handmadeMasks,20.0,1.502287854878393
73,2020-04-23 16:26:00+00:00,don184,rec1830,handmadeMasks,50.0,12.517045573847845
74,2020-04-23 16:26:00+00:00,don185,rec1547,handmadeMasks,18.0,0.0
75,2020-04-23 16:26:00+00:00,don186,rec554,handmadeMasks,5.0,2.7087577546115416
76,2020-04-23 16:26:00+00:00,don187,rec1536,handmadeMasks,15.0,1.060527261796104
77,2020-04-23 16:26:00+00:00,don188,rec1666,handmadeMasks,450.0,0.0
78,2020-04-23 16:26:00+00:00,don189,rec537,handmadeMasks,20.0,3.232310277022511
79,2020-04-23 16:26:00+00:00,don190,rec239,handmadeMasks,25.0,9.934481387838762
80,2020-04-23 16:26:00+00:00,don191,rec1686,handmadeMasks,100.0,3.594288210404565
81,2020-04-23 16:26:00+00:00,don192,rec2770,handmadeMasks,100.0,2.117903875256839
82,2020-04-23 16:26:00+00:00,don197,rec1992,handmadeMasks,12.0,42.4317713328571
83,2020-04-23 16:26:00+00:00,don201,rec160,handmadeMasks,30.0,3.519835637797382
84,2020-04-23 16:26:00+00:00,don202,rec1709,handmadeMasks,100.0,6.55405212704708
85,2020-04-23 16:26:00+00:00,don203,rec1305,handmadeMasks,30.0,5.939559836928916
86,2020-04-23 16:26:00+00:00,don207,rec2149,handmadeMasks,30.0,2.0914138182210014
87,2020-04-23 16:26:00+00:00,don208,rec732,handmadeMasks,100.0,7.1495408206530735
88,2020-04-23 16:26:00+00:00,don209,rec2793,handmadeMasks,17.0,66.96960715847979
89,2020-04-23 16:26:00+00:00,don210,rec335,handmadeMasks,10.0,1.5618835456218874
90,2020-04-23 16:26:00+00:00,don211,rec1461,handmadeMasks,70.0,6.637217592140133
91,2020-04-23 16:26:00+00:00,don212,rec206,handmadeMasks,50.0,3.841610326002882
92,2020-04-23 16:26:00+00:00,don213,rec2024,handmadeMasks,40.0,27.960650012570767
93,2020-04-23 16:26:00+00:00,don222,rec1235,handmadeMasks,36.0,34.034620489725235
94,2020-04-23 16:26:00+00:00,don225,rec645,handmadeMasks,50.0,3.841610326002882
95,2020-04-23 16:26:00+00:00,don226,rec1826,handmadeMasks,20.0,2.756246860957244
96,2020-04-23 16:26:00+00:00,don227,rec1524,handmadeMasks,5.0,0.0
97,2020-04-23 16:26:00+00:00,don237,rec295,handmadeMasks,10.0,5.919913457903588
98,2020-04-23 16:26:00+00:00,don239,rec2432,handmadeMasks,20.0,25.557733235496745
99,2020-04-23 16:26:00+00:00,don244,rec1823,handmadeMasks,4.0,4.954479170473199
100,2020-04-23 16:26:00+00:00,don245,rec2277,handmadeMasks,50.0,52.974022895345726
101,2020-04-23 16:26:00+00:00,don246,rec234,handmadeMasks,24.0,7.607373683850643
102,2020-04-23 16:26:00+00:00,don247,rec2491,handmadeMasks,2.0,46.97316397886296
103,2020-04-23 16:26:00+00:00,don248,rec1744,handmadeMasks,10.0,1.103945218955455
104,2020-04-23 16:26:00+00:00,don256,rec424,handmadeMasks,40.0,19.935525132049197
105,2020-04-23 16:26:00+00:00,don263,rec2105,handmadeMasks,2.0,3.2677222955835337
106,2020-04-23 16:26:00+00:00,don267,rec2395,handmadeMasks,1.0,2.9875797496431313
107,2020-04-23 16:26:00+00:00,don281,rec1667,handmadeMasks,6.0,2.9875797496431313
108,2020-04-23 16:26:00+00:00,don286,rec585,handmadeMasks,2.0,2.9875797496431313
109,2020-04-23 16:26:00+00:00,don287,rec585,handmadeMasks,2.0,2.9875797496431313
110,2020-04-23 16:26:00+00:00,don288,rec585,handmadeMasks,2.0,3.930050559683488
111,2020-04-23 16:26:00+00:00,don301,rec2067,handmadeMasks,10.0,88.35361573385059
112,2020-04-23 16:26:00+00:00,don303,rec1590,handmadeMasks,10.0,88.35361573385059
113,2020-04-23 16:26:00+00:00,don304,rec1200,handmadeMasks,25.0,88.35361573385059
114,2020-04-23 16:26:00+00:00,don306,rec2313,handmadeMasks,100.0,0.7502721042677307
115,2020-04-23 16:26:00+00:00,don310,rec1806,handmadeMasks,10.0,0.0
116,2020-04-23 16:26:00+00:00,don317,rec2330,handmadeMasks,148.0,15.572859533852727
117,2020-04-23 16:26:00+00:00,don323,rec1711,handmadeMasks,10.0,2.7256993572997184
118,2020-04-23 16:26:00+00:00,don325,rec936,handmadeMasks,100.0,30.11523083669804
119,2020-04-23 16:26:00+00:00,don326,rec936,handmadeMasks,100.0,0.0
120,2020-04-23 16:26:00+00:00,don331,rec771,handmadeMasks,150.0,2.7991172985329498
121,2020-04-23 16:26:00+00:00,don335,rec2063,handmadeMasks,10.0,0.0
122,2020-04-23 16:26:00+00:00,don336,rec2639,handmadeMasks,10.0,0.0
123,2020-04-23 16:26:00+00:00,don337,rec1514,handmadeMasks,100.0,4.3929055587880885
124,2020-04-23 16:26:00+00:00,don339,rec1112,handmadeMasks,58.0,12.285811355263547
125,2020-04-23 16:26:00+00:00,don71,rec2615,handmadeMasks,10.0,199.383339033154
126,2020-04-23 16:26:00+00:00,don72,rec1888,handmadeMasks,25.0,234.54891702997008
127,2020-04-23 16:26:00+00:00,don73,rec1964,handmadeMasks,95.0,1.8296774836860132
128,2020-04-23 16:26:00+00:00,don74,rec2176,handmadeMasks,2.0,11.946058132242738
129,2020-04-23 16:26:00+00:00,don75,rec1557,handmadeMasks,1.0,8.397625648148015
130,2020-04-23 16:26:00+00:00,don81,rec2302,handmadeMasks,50.0,5.515620055028784
131,2020-04-23 16:26:00+00:00,don85,rec2634,handmadeMasks,50.0,16.873052022905885
132,2020-04-23 16:26:00+00:00,don94,rec2774,handmadeMasks,32.0,0.8266774074900782
133,2020-04-23 16:26:00+00:00,don99,rec2673,handmadeMasks,10.0,25.12673204912252
134,2020-04-23 16:26:00+00:00,don200,rec1542,gowns,49.0,3.630177833227596
135,2020-04-23 16:26:00+00:00,don171,rec434,disposableBooties,200.0,4.340549055375726
136,2020-04-23 16:26:00+00:00,don101,rec2124,surgicalMasks,200.0,2.2400290316379325
137,2020-04-23 16:26:00+00:00,don121,rec2208,surgicalMasks,100.0,0.0
138,2020-04-23 16:26:00+00:00,don127,rec2454,surgicalMasks,200.0,0.0
139,2020-04-23 16:26:00+00:00,don130,rec2124,surgicalMasks,50.0,2.8313408383174763
140,2020-04-23 16:26:00+00:00,don131,rec1632,surgicalMasks,50.0,1.3884848520294428
141,2020-04-23 16:26:00+00:00,don152,rec1772,surgicalMasks,50.0,0.0
142,2020-04-23 16:26:00+00:00,don153,rec2677,surgicalMasks,50.0,0.0
143,2020-04-23 16:26:00+00:00,don157,rec2607,surgicalMasks,50.0,1.4273823703395343
144,2020-04-23 16:26:00+00:00,don167,rec1209,surgicalMasks,500.0,6.103473800463785
145,2020-04-23 16:26:00+00:00,don292,rec1170,surgicalMasks,50.0,11.027841734006646
146,2020-04-23 16:26:00+00:00,don294,rec1308,surgicalMasks,200.0,39.164250091924494
147,2020-04-23 16:26:00+00:00,don296,rec1449,surgicalMasks,3.0,1.4551622989003719
148,2020-04-23 16:26:00+00:00,don300,rec158,surgicalMasks,50.0,3.3787025525154637
149,2020-04-23 16:26:00+00:00,don321,rec1832,surgicalMasks,100.0,4.5710083835077215
150,2020-04-23 16:26:00+00:00,don323,rec1278,surgicalMasks,300.0,0.5937196183737632
151,2020-04-23 16:26:00+00:00,don329,rec1717,surgicalMasks,20.0,3.1502787012907403
152,2020-04-23 16:26:00+00:00,don331,rec1278,surgicalMasks,300.0,6.266036984087695
153,2020-04-23 16:26:00+00:00,don334,rec1636,surgicalMasks,50.0,6.266036984087695
154,2020-04-23 16:26:00+00:00,don77,rec2259,surgicalMasks,95.0,6.266036984087695
155,2020-04-23 16:26:00+00:00,don96,rec1267,surgicalMasks,300.0,6.266036984087695
156,2020-04-23 16:26:00+00:00,don104,rec2643,faceShields,20.0,0.7387145570002018
157,2020-04-23 16:26:00+00:00,don105,rec73,faceShields,40.0,5.991550079381522
158,2020-04-23 16:26:00+00:00,don108,rec543,faceShields,30.0,0.7387145570002018
159,2020-04-23 16:26:00+00:00,don115,rec1054,faceShields,25.0,4.7915612599557695
160,2020-04-23 16:26:00+00:00,don128,rec1802,faceShields,100.0,2.0776903777000086
161,2020-04-23 16:26:00+00:00,don132,rec1201,faceShields,20.0,0.0
162,2020-04-23 16:26:00+00:00,don133,rec1261,faceShields,5.0,0.0
163,2020-04-23 16:26:00+00:00,don136,rec1023,faceShields,9.0,3.897373956346202
164,2020-04-23 16:26:00+00:00,don137,rec2505,faceShields,2.0,16.430721799770733
165,2020-04-23 16:26:00+00:00,don138,rec2654,faceShields,5.0,0.0
166,2020-04-23 16:26:00+00:00,don140,rec2060,faceShields,50.0,0.8626282407250411
167,2020-04-23 16:26:00+00:00,don144,rec46,faceShields,100.0,2.5157961229881907
168,2020-04-23 16:26:00+00:00,don154,rec2049,faceShields,50.0,0.0
169,2020-04-23 16:26:00+00:00,don155,rec956,faceShields,100.0,1.2184532239775934
170,2020-04-23 16:26:00+00:00,don156,rec1338,faceShields,50.0,1.8243598486996973
171,2020-04-23 16:26:00+00:00,don159,rec75,faceShields,20.0,0.0
172,2020-04-23 16:26:00+00:00,don168,rec1557,faceShields,100.0,0.0
173,2020-04-23 16:26:00+00:00,don195,rec2776,faceShields,30.0,0.0
174,2020-04-23 16:26:00+00:00,don199,rec160,faceShields,20.0,2.612443120511081
175,2020-04-23 16:26:00+00:00,don217,rec117,faceShields,11.0,1.072868535432726
176,2020-04-23 16:26:00+00:00,don218,rec2199,faceShields,20.0,3.457306867165317
177,2020-04-23 16:26:00+00:00,don219,rec2436,faceShields,15.0,2.372014764916402
178,2020-04-23 16:26:00+00:00,don223,rec2622,faceShields,150.0,0.0
179,2020-04-23 16:26:00+00:00,don224,rec212,faceShields,40.0,14.8135702619367
180,2020-04-23 16:26:00+00:00,don229,rec1708,faceShields,25.0,11.149734815484212
181,2020-04-23 16:26:00+00:00,don231,rec927,faceShields,20.0,3.8366414527890274
182,2020-04-23 16:26:00+00:00,don234,rec2603,faceShields,10.0,5.852472950715084
183,2020-04-23 16:26:00+00:00,don235,rec1721,faceShields,60.0,5.19212516459121
184,2020-04-23 16:26:00+00:00,don240,rec1506,faceShields,15.0,2.531909861491964
185,2020-04-23 16:26:00+00:00,don242,rec657,faceShields,20.0,3.0890469967018066
186,2020-04-23 16:26:00+00:00,don257,rec1430,faceShields,30.0,4.1650451058424025
187,2020-04-23 16:26:00+00:00,don258,rec2734,faceShields,100.0,5.414298127299213
188,2020-04-23 16:26:00+00:00,don259,rec1355,faceShields,1.0,2.8570207374374026
189,2020-04-23 16:26:00+00:00,don260,rec959,faceShields,25.0,18.636640596777102
190,2020-04-23 16:26:00+00:00,don261,rec1729,faceShields,17.0,22.58215254245807
191,2020-04-23 16:26:00+00:00,don262,rec945,faceShields,40.0,0.0
192,2020-04-23 16:26:00+00:00,don264,rec910,faceShields,100.0,13.80408564875783
193,2020-04-23 16:26:00+00:00,don265,rec2464,faceShields,5.0,3.418726125240655
194,2020-04-23 16:26:00+00:00,don267,rec2395,faceShields,3.0,5.515620055028784
195,2020-04-23 16:26:00+00:00,don271,rec1418,faceShields,30.0,0.0
196,2020-04-23 16:26:00+00:00,don272,rec61,faceShields,70.0,35.47953869157092
197,2020-04-23 16:26:00+00:00,don274,rec1421,faceShields,5.0,0.0
198,2020-04-23 16:26:00+00:00,don280,rec2631,faceShields,12.0,84.20528426137925
199,2020-04-23 16:26:00+00:00,don282,rec260,faceShields,200.0,3.4621700208140456
200,2020-04-23 16:26:00+00:00,don284,rec1218,faceShields,15.0,1.99620239673572
201,2020-04-23 16:26:00+00:00,don289,rec1230,faceShields,100.0,0.0
202,2020-04-23 16:26:00+00:00,don290,rec1484,faceShields,30.0,11.631619267543151
203,2020-04-23 16:26:00+00:00,don295,rec2431,faceShields,2.0,2.94642859786018
204,2020-04-23 16:26:00+00:00,don299,rec1806,faceShields,5.0,6.3348063814265165
205,2020-04-23 16:26:00+00:00,don302,rec756,faceShields,15.0,19.25703808707647
206,2020-04-23 16:26:00+00:00,don307,rec1282,faceShields,70.0,5.04058685852412
207,2020-04-23 16:26:00+00:00,don308,rec88,faceShields,100.0,4.448993488959299
208,2020-04-23 16:26:00+00:00,don309,rec536,faceShields,52.0,138.4564137082285
209,2020-04-23 16:26:00+00:00,don318,rec1937,faceShields,6.0,14.25426710882893
210,2020-04-23 16:26:00+00:00,don319,rec1912,faceShields,30.0,21.970759011706228
211,2020-04-23 16:26:00+00:00,don324,rec2122,faceShields,20.0,23.113352099209514
212,2020-04-23 16:26:00+00:00,don327,rec771,faceShields,70.0,4.2760724609888525
213,2020-04-23 16:26:00+00:00,don57,rec1920,faceShields,1.0,5.748296309672687
214,2020-04-23 16:26:00+00:00,don58,rec760,faceShields,50.0,15.253091482394517
215,2020-04-23 16:26:00+00:00,don59,rec2791,faceShields,100.0,18.89625165687057
216,2020-04-23 16:26:00+00:00,don60,rec1361,faceShields,100.0,9.541437149568347
217,2020-04-23 16:26:00+00:00,don61,rec2617,faceShields,2.0,1.7909449210229549
218,2020-04-23 16:26:00+00:00,don62,rec1795,faceShields,3.0,3.699856294934937
219,2020-04-23 16:26:00+00:00,don63,rec2290,faceShields,40.0,3.3206643875539754
220,2020-04-23 16:26:00+00:00,don64,rec1190,faceShields,50.0,2.208382235079527
221,2020-04-23 16:26:00+00:00,don65,rec1568,faceShields,100.0,1.5757451730022756
222,2020-04-23 16:26:00+00:00,don67,rec2551,faceShields,15.0,10.752931376224916
223,2020-04-23 16:26:00+00:00,don68,rec1282,faceShields,25.0,1.6469884906170045
224,2020-04-23 16:26:00+00:00,don69,rec2340,faceShields,10.0,2.2293018985880324
225,2020-04-23 16:26:00+00:00,don76,rec2238,faceShields,8.0,7.984258342436353
226,2020-04-23 16:26:00+00:00,don80,rec2193,faceShields,40.0,1.7264186270049828
227,2020-04-23 16:26:00+00:00,don83,rec2227,faceShields,25.0,6.195900432897284
228,2020-04-23 16:26:00+00:00,don87,rec338,faceShields,24.0,23.113352099209514
229,2020-04-23 16:26:00+00:00,don88,rec1805,faceShields,20.0,2.004587820613043
230,2020-04-23 16:26:00+00:00,don89,rec2358,faceShields,50.0,5.862313083463321
231,2020-04-23 16:26:00+00:00,don91,rec2541,faceShields,10.0,3.4071082940293618
232,2020-04-23 16:26:00+00:00,don95,rec1439,faceShields,20.0,0.7974281890890971
233,2020-04-23 16:26:00+00:00,don97,rec2164,faceShields,5.0,7.502750672303723
234,2020-04-23 16:26:00+00:00,don173,rec793,handSanitizer,1.0,24.32260534602222
235,2020-04-23 16:26:00+00:00,don196,rec1212,handSanitizer,10.0,4.088951320364783
236,2020-04-23 16:26:00+00:00,don114,rec1,disinfectingWipes,4.0,1.9109034983543935
237,2020-04-23 16:26:00+00:00,don216,rec757,disinfectingWipes,2.0,1.7834979520489198
238,2020-04-23 16:26:00+00:00,don254,rec1799,disinfectingWipes,3.0,9.786967255491929
239,2020-04-23 16:26:00+00:00,don339,rec1279,disinfectingWipes,10.0,0.6210884210007144
240,2020-04-23 16:26:00+00:00,don102,rec2218,respirators,10.0,6.718577421296188
241,2020-04-23 16:26:00+00:00,don103,rec2709,respirators,2.0,0.0
242,2020-04-23 16:26:00+00:00,don107,rec910,respirators,40.0,0.9094391906627168
243,2020-04-23 16:26:00+00:00,don129,rec2098,respirators,20.0,0.0
244,2020-04-23 16:26:00+00:00,don134,rec1366,respirators,10.0,1.8296774836860132
245,2020-04-23 16:26:00+00:00,don135,rec769,respirators,100.0,0.0
246,2020-04-23 16:26:00+00:00,don139,rec1403,respirators,200.0,3.653023748192855
247,2020-04-23 16:26:00+00:00,don142,rec1500,respirators,30.0,30.06645309977313
248,2020-04-23 16:26:00+00:00,don143,rec2770,respirators,15.0,0.3516329217509257
249,2020-04-23 16:26:00+00:00,don169,rec611,respirators,1.0,2.0372694357228704
250,2020-04-23 16:26:00+00:00,don172,rec1220,respirators,4.0,0.7405433853316264
251,2020-04-23 16:26:00+00:00,don174,rec611,respirators,200.0,6.550677625982928
252,2020-04-23 16:26:00+00:00,don176,rec1569,respirators,8.0,7.765095448944456
253,2020-04-23 16:26:00+00:00,don177,rec533,respirators,8.0,2.117903875256839
254,2020-04-23 16:26:00+00:00,don183,rec867,respirators,30.0,0.6138623393300747
255,2020-04-23 16:26:00+00:00,don194,rec2441,respirators,10.0,0.0
256,2020-04-23 16:26:00+00:00,don206,rec1522,respirators,10.0,0.0
257,2020-04-23 16:26:00+00:00,don214,rec762,respirators,100.0,1.1949852508585477
258,2020-04-23 16:26:00+00:00,don221,rec1481,respirators,5.0,1.615217207723446
259,2020-04-23 16:26:00+00:00,don232,rec2514,respirators,4.0,0.0
260,2020-04-23 16:26:00+00:00,don236,rec1110,respirators,10.0,0.0
261,2020-04-23 16:26:00+00:00,don249,rec213,respirators,20.0,2.558780734988687
262,2020-04-23 16:26:00+00:00,don252,rec592,respirators,12.0,1.9575441449369653
263,2020-04-23 16:26:00+00:00,don253,rec2151,respirators,3.0,26.8336867778892
264,2020-04-23 16:26:00+00:00,don268,rec2142,respirators,2.0,5.322168630371092
265,2020-04-23 16:26:00+00:00,don293,rec2770,respirators,285.0,2.1906705945943457
266,2020-04-23 16:26:00+00:00,don297,rec687,respirators,4.0,0.0
267,2020-04-23 16:26:00+00:00,don305,rec1192,respirators,16.0,2.8853502176905903
268,2020-04-23 16:26:00+00:00,don321,rec1832,respirators,100.0,0.0
269,2020-04-23 16:26:00+00:00,don333,rec337,respirators,20.0,41.360392043478925
270,2020-04-23 16:26:00+00:00,don78,rec73,respirators,20.0,2.117903875256839
271,2020-04-23 16:26:00+00:00,don93,rec2601,respirators,3.0,0.4262194898678493
272,2020-04-23 16:26:00+00:00,don98,rec2734,respirators,1.0,6.731644332589316
273,2020-04-23 16:26:00+00:00,don100,rec1013,nitrileGloves,100.0,27.754930507402506
274,2020-04-23 16:26:00+00:00,don117,rec605,nitrileGloves,1.0,0.0
275,2020-04-23 16:26:00+00:00,don118,rec621,nitrileGloves,500.0,3.17628238739558
276,2020-04-23 16:26:00+00:00,don119,rec1228,nitrileGloves,9.0,1.398417454680798
277,2020-04-23 16:26:00+00:00,don120,rec1221,nitrileGloves,300.0,26.794129295247973
278,2020-04-23 16:26:00+00:00,don145,rec521,nitrileGloves,200.0,1.867126986983234
279,2020-04-23 16:26:00+00:00,don175,rec1050,nitrileGloves,1.0,1.412428920716404
280,2020-04-23 16:26:00+00:00,don233,rec300,nitrileGloves,200.0,3.4163462382774217
281,2020-04-23 16:26:00+00:00,don250,rec687,nitrileGloves,1.0,60.621779924603615
282,2020-04-23 16:26:00+00:00,don255,rec13,nitrileGloves,2.0,5.223788192100868
283,2020-04-23 16:26:00+00:00,don84,rec1376,nitrileGloves,200.0,3.6228099198841086
284,2020-04-23 16:26:00+00:00,don86,rec1714,nitrileGloves,500.0,17.581513922734914
285,2020-04-23 16:26:00+00:00,don90,rec1187,nitrileGloves,5.0,0.4262194898678493
286,2020-04-23 16:26:00+00:00,don92,rec543,nitrileGloves,3.0,3.7289352280711814
287,2020-04-30 16:26:00+00:00,don340,rec2443,handmadeMasks,20.0,10.76119944280784
288,2020-04-30 16:26:00+00:00,don341,rec2443,handmadeMasks,20.0,10.76119944280784
289,2020-04-30 16:26:00+00:00,don343,rec2892,handmadeMasks,50.0,2.566312022994442
290,2020-04-30 16:26:00+00:00,don360,rec880,handmadeMasks,25.0,2.1420063258547013
291,2020-04-30 16:26:00+00:00,don361,rec2289,handmadeMasks,4.0,0.0
292,2020-04-30 16:26:00+00:00,don363,rec2586,handmadeMasks,2.0,9.718804847770626
293,2020-04-30 16:26:00+00:00,don372,rec522,handmadeMasks,12.0,1.9258896030766688
294,2020-04-30 16:26:00+00:00,don386,rec3145,handmadeMasks,10.0,1.9258896030766688
295,2020-04-30 16:26:00+00:00,don393,rec2100,handmadeMasks,10.0,1.9258896030766688
296,2020-04-30 16:26:00+00:00,don396,rec3236,handmadeMasks,10.0,4.161313796539631
297,2020-04-30 16:26:00+00:00,don399,rec2320,handmadeMasks,500.0,4.3702618071242805
298,2020-04-30 16:26:00+00:00,don401,rec3263,handmadeMasks,30.0,9.947819070791963
299,2020-04-30 16:26:00+00:00,don404,rec2541,handmadeMasks,25.0,0.7428988618193086
300,2020-04-30 16:26:00+00:00,don426,rec2634,handmadeMasks,20.0,15.580994941989625
301,2020-04-30 16:26:00+00:00,don430,rec2149,handmadeMasks,5.0,5.297505749002148
302,2020-04-30 16:26:00+00:00,don453,rec602,handmadeMasks,225.0,4.008168624541715
303,2020-04-30 16:26:00+00:00,don457,rec1568,handmadeMasks,44.0,2.077508507836225
304,2020-04-30 16:26:00+00:00,don458,rec838,handmadeMasks,30.0,3.086286332952904
305,2020-04-30 16:26:00+00:00,don461,rec1557,handmadeMasks,50.0,18.846696550035613
306,2020-04-30 16:26:00+00:00,don472,rec392,handmadeMasks,30.0,4.514986984448238
307,2020-04-30 16:26:00+00:00,don476,rec3002,handmadeMasks,10.0,1.0174026218229126
308,2020-04-30 16:26:00+00:00,don477,rec2181,handmadeMasks,35.0,4.514986984448238
309,2020-04-30 16:26:00+00:00,don496,rec1000,handmadeMasks,50.0,0.0
310,2020-04-30 16:26:00+00:00,don505,rec2399,handmadeMasks,100.0,0.0
