,rec_id,date,ppe,qty
1420,rec83,2020-04-03 07:52:00+00:00,handmadeMasks,30.0
1425,rec83,2020-04-03 07:52:00+00:00,gowns,20.0
1429,rec84,2020-04-03 07:52:00+00:00,respirators,500.0
1430,rec84,2020-04-03 07:52:00+00:00,faceShields,500.0
1431,rec84,2020-04-03 07:52:00+00:00,thermometers,15.0
1437,rec84,2020-04-03 07:52:00+00:00,handmadeMasks,50.0
1439,rec84,2020-04-03 07:52:00+00:00,handSanitizer,500.0
1442,rec84,2020-04-03 07:52:00+00:00,gowns,500.0
1443,rec84,2020-04-03 07:52:00+00:00,nitrileGloves,500.0
1446,rec85,2020-04-03 07:54:00+00:00,respirators,250.0
1447,rec85,2020-04-03 07:54:00+00:00,faceShields,60.0
1448,rec85,2020-04-03 07:54:00+00:00,thermometers,30.0
1450,rec85,2020-04-03 07:54:00+00:00,disposableBooties,200.0
1451,rec85,2020-04-03 07:54:00+00:00,disinfectingWipes,100.0
1456,rec85,2020-04-03 07:54:00+00:00,handSanitizer,100.0
1459,rec85,2020-04-03 07:54:00+00:00,gowns,250.0
1460,rec85,2020-04-03 07:54:00+00:00,nitrileGloves,20.0
1464,rec86,2020-04-03 07:54:00+00:00,faceShields,200.0
1465,rec86,2020-04-03 07:54:00+00:00,thermometers,10.0
1468,rec86,2020-04-03 07:54:00+00:00,disinfectingWipes,200.0
1473,rec86,2020-04-03 07:54:00+00:00,handSanitizer,200.0
1475,rec86,2020-04-03 07:54:00+00:00,surgicalMasks,400.0
1476,rec86,2020-04-03 07:54:00+00:00,gowns,250.0
1477,rec86,2020-04-03 07:54:00+00:00,nitrileGloves,100.0
1480,rec87,2020-04-03 07:57:00+00:00,respirators,5000.0
1481,rec87,2020-04-03 07:57:00+00:00,faceShields,1000.0
1482,rec87,2020-04-03 07:57:00+00:00,thermometers,15.0
1484,rec87,2020-04-03 07:57:00+00:00,disposableBooties,5000.0
1485,rec87,2020-04-03 07:57:00+00:00,disinfectingWipes,100.0
1488,rec87,2020-04-03 07:57:00+00:00,handmadeMasks,50.0
1490,rec87,2020-04-03 07:57:00+00:00,handSanitizer,100.0
1493,rec87,2020-04-03 07:57:00+00:00,gowns,5000.0
1494,rec87,2020-04-03 07:57:00+00:00,nitrileGloves,5000.0
1497,rec88,2020-04-03 07:59:00+00:00,respirators,5000.0
1498,rec88,2020-04-03 07:59:00+00:00,faceShields,4000.0
1499,rec88,2020-04-03 07:59:00+00:00,thermometers,50.0
1501,rec88,2020-04-03 07:59:00+00:00,disposableBooties,3000.0
1502,rec88,2020-04-03 07:59:00+00:00,disinfectingWipes,100.0
1505,rec88,2020-04-03 07:59:00+00:00,handmadeMasks,1000.0
1507,rec88,2020-04-03 07:59:00+00:00,handSanitizer,50.0
1510,rec88,2020-04-03 07:59:00+00:00,gowns,2000.0
1511,rec88,2020-04-03 07:59:00+00:00,nitrileGloves,250.0
1514,rec89,2020-04-03 08:00:00+00:00,respirators,10000.0
1515,rec89,2020-04-03 08:00:00+00:00,faceShields,5000.0
1524,rec89,2020-04-03 08:00:00+00:00,handSanitizer,1500.0
1527,rec89,2020-04-03 08:00:00+00:00,gowns,10000.0
1528,rec89,2020-04-03 08:00:00+00:00,nitrileGloves,10000.0
1531,rec90,2020-04-03 08:00:00+00:00,respirators,25.0
1548,rec91,2020-04-03 08:00:00+00:00,respirators,25.0
1553,rec91,2020-04-03 08:00:00+00:00,disinfectingWipes,10.0
1558,rec91,2020-04-03 08:00:00+00:00,handSanitizer,8.0
1565,rec92,2020-04-03 08:03:00+00:00,respirators,50.0
1566,rec92,2020-04-03 08:03:00+00:00,faceShields,50.0
1567,rec92,2020-04-03 08:03:00+00:00,thermometers,4.0
1570,rec92,2020-04-03 08:03:00+00:00,disinfectingWipes,20.0
1575,rec92,2020-04-03 08:03:00+00:00,handSanitizer,50.0
1578,rec92,2020-04-03 08:03:00+00:00,gowns,200.0
1579,rec92,2020-04-03 08:03:00+00:00,nitrileGloves,2000.0
1582,rec93,2020-04-03 08:04:00+00:00,respirators,25.0
1584,rec93,2020-04-03 08:04:00+00:00,thermometers,2.0
1587,rec93,2020-04-03 08:04:00+00:00,disinfectingWipes,10.0
1590,rec93,2020-04-03 08:04:00+00:00,handmadeMasks,25.0
1592,rec93,2020-04-03 08:04:00+00:00,handSanitizer,5.0
1595,rec93,2020-04-03 08:04:00+00:00,gowns,10.0
1596,rec93,2020-04-03 08:04:00+00:00,nitrileGloves,50.0
1599,rec94,2020-04-03 08:06:00+00:00,respirators,200.0
1600,rec94,2020-04-03 08:06:00+00:00,faceShields,30.0
1604,rec94,2020-04-03 08:06:00+00:00,disinfectingWipes,10.0
1609,rec94,2020-04-03 08:06:00+00:00,handSanitizer,10.0
1612,rec94,2020-04-03 08:06:00+00:00,gowns,100.0
1613,rec94,2020-04-03 08:06:00+00:00,nitrileGloves,1000.0
1616,rec95,2020-04-03 08:07:00+00:00,respirators,12.0
1617,rec95,2020-04-03 08:07:00+00:00,faceShields,12.0
1618,rec95,2020-04-03 08:07:00+00:00,thermometers,10.0
1621,rec95,2020-04-03 08:07:00+00:00,disinfectingWipes,20.0
1624,rec95,2020-04-03 08:07:00+00:00,handmadeMasks,12.0
1633,rec96,2020-04-03 08:07:00+00:00,respirators,500.0
1634,rec96,2020-04-03 08:07:00+00:00,faceShields,100.0
1635,rec96,2020-04-03 08:07:00+00:00,thermometers,5.0
1638,rec96,2020-04-03 08:07:00+00:00,disinfectingWipes,500.0
1641,rec96,2020-04-03 08:07:00+00:00,handmadeMasks,200.0
1643,rec96,2020-04-03 08:07:00+00:00,handSanitizer,500.0
1646,rec96,2020-04-03 08:07:00+00:00,gowns,1000.0
1647,rec96,2020-04-03 08:07:00+00:00,nitrileGloves,1000.0
1650,rec97,2020-04-03 08:09:00+00:00,respirators,500.0
1651,rec97,2020-04-03 08:09:00+00:00,faceShields,250.0
1655,rec97,2020-04-03 08:09:00+00:00,disinfectingWipes,10.0
1660,rec97,2020-04-03 08:09:00+00:00,handSanitizer,7.0
1663,rec97,2020-04-03 08:09:00+00:00,gowns,500.0
1677,rec98,2020-04-03 08:10:00+00:00,handSanitizer,50.0
1679,rec98,2020-04-03 08:10:00+00:00,surgicalMasks,50.0
1680,rec98,2020-04-03 08:10:00+00:00,gowns,50.0
1681,rec98,2020-04-03 08:10:00+00:00,nitrileGloves,5.0
1684,rec99,2020-04-03 08:11:00+00:00,respirators,1500.0
1685,rec99,2020-04-03 08:11:00+00:00,faceShields,1000.0
1688,rec99,2020-04-03 08:11:00+00:00,disposableBooties,1000.0
1697,rec99,2020-04-03 08:11:00+00:00,gowns,1000.0
1701,rec100,2020-04-03 08:12:00+00:00,respirators,20.0
1702,rec100,2020-04-03 08:12:00+00:00,faceShields,20.0
1706,rec100,2020-04-03 08:12:00+00:00,disinfectingWipes,6.0
1711,rec100,2020-04-03 08:12:00+00:00,handSanitizer,6.0
1718,rec101,2020-04-03 08:12:00+00:00,respirators,400.0
1719,rec101,2020-04-03 08:12:00+00:00,faceShields,400.0
1720,rec101,2020-04-03 08:12:00+00:00,thermometers,100.0
1722,rec101,2020-04-03 08:12:00+00:00,disposableBooties,25.0
1723,rec101,2020-04-03 08:12:00+00:00,disinfectingWipes,500.0
1728,rec101,2020-04-03 08:12:00+00:00,handSanitizer,300.0
1731,rec101,2020-04-03 08:12:00+00:00,gowns,500.0
1732,rec101,2020-04-03 08:12:00+00:00,nitrileGloves,700.0
1735,rec102,2020-04-03 08:13:00+00:00,respirators,20.0
1739,rec102,2020-04-03 08:13:00+00:00,disposableBooties,40.0
1740,rec102,2020-04-03 08:13:00+00:00,disinfectingWipes,2.0
1743,rec102,2020-04-03 08:13:00+00:00,handmadeMasks,20.0
1748,rec102,2020-04-03 08:13:00+00:00,gowns,20.0
1752,rec103,2020-04-03 08:13:00+00:00,respirators,200.0
1753,rec103,2020-04-03 08:13:00+00:00,faceShields,20.0
1754,rec103,2020-04-03 08:13:00+00:00,thermometers,20.0
1756,rec103,2020-04-03 08:13:00+00:00,disposableBooties,100.0
1760,rec103,2020-04-03 08:13:00+00:00,handmadeMasks,40.0
1762,rec103,2020-04-03 08:13:00+00:00,handSanitizer,20.0
1765,rec103,2020-04-03 08:13:00+00:00,gowns,100.0
1766,rec103,2020-04-03 08:13:00+00:00,nitrileGloves,1000.0
1769,rec104,2020-04-03 08:14:00+00:00,respirators,140.0
1770,rec104,2020-04-03 08:14:00+00:00,faceShields,140.0
1771,rec104,2020-04-03 08:14:00+00:00,thermometers,40.0
1774,rec104,2020-04-03 08:14:00+00:00,disinfectingWipes,200.0
1777,rec104,2020-04-03 08:14:00+00:00,handmadeMasks,140.0
1779,rec104,2020-04-03 08:14:00+00:00,handSanitizer,140.0
1782,rec104,2020-04-03 08:14:00+00:00,gowns,200.0
1783,rec104,2020-04-03 08:14:00+00:00,nitrileGloves,300.0
1786,rec105,2020-04-03 08:14:00+00:00,respirators,20.0
1787,rec105,2020-04-03 08:14:00+00:00,faceShields,10.0
1788,rec105,2020-04-03 08:14:00+00:00,thermometers,24.0
1791,rec105,2020-04-03 08:14:00+00:00,disinfectingWipes,200.0
1794,rec105,2020-04-03 08:14:00+00:00,handmadeMasks,30.0
1796,rec105,2020-04-03 08:14:00+00:00,handSanitizer,10.0
1799,rec105,2020-04-03 08:14:00+00:00,gowns,10.0
1800,rec105,2020-04-03 08:14:00+00:00,nitrileGloves,200.0
1815,rec106,2020-04-03 08:16:00+00:00,surgicalMasks,188.0
1820,rec107,2020-04-03 08:16:00+00:00,respirators,50.0
1821,rec107,2020-04-03 08:16:00+00:00,faceShields,25.0
1825,rec107,2020-04-03 08:16:00+00:00,disinfectingWipes,8.0
1830,rec107,2020-04-03 08:16:00+00:00,handSanitizer,8.0
1833,rec107,2020-04-03 08:16:00+00:00,gowns,40.0
1837,rec108,2020-04-03 08:17:00+00:00,respirators,50.0
1838,rec108,2020-04-03 08:17:00+00:00,faceShields,50.0
1842,rec108,2020-04-03 08:17:00+00:00,disinfectingWipes,12.0
1845,rec108,2020-04-03 08:17:00+00:00,handmadeMasks,50.0
1847,rec108,2020-04-03 08:17:00+00:00,handSanitizer,12.0
1850,rec108,2020-04-03 08:17:00+00:00,gowns,50.0
1851,rec108,2020-04-03 08:17:00+00:00,nitrileGloves,200.0
1854,rec109,2020-04-03 08:18:00+00:00,respirators,10.0
1855,rec109,2020-04-03 08:18:00+00:00,faceShields,20.0
1856,rec109,2020-04-03 08:18:00+00:00,thermometers,300.0
1858,rec109,2020-04-03 08:18:00+00:00,disposableBooties,40.0
1859,rec109,2020-04-03 08:18:00+00:00,disinfectingWipes,500.0
1864,rec109,2020-04-03 08:18:00+00:00,handSanitizer,30.0
1868,rec109,2020-04-03 08:18:00+00:00,nitrileGloves,200.0
1871,rec110,2020-04-03 08:20:00+00:00,respirators,200.0
1872,rec110,2020-04-03 08:20:00+00:00,faceShields,1000.0
1873,rec110,2020-04-03 08:20:00+00:00,thermometers,20.0
1876,rec110,2020-04-03 08:20:00+00:00,disinfectingWipes,1000.0
1881,rec110,2020-04-03 08:20:00+00:00,handSanitizer,1000.0
1884,rec110,2020-04-03 08:20:00+00:00,gowns,500.0
1885,rec110,2020-04-03 08:20:00+00:00,nitrileGloves,2000.0
1888,rec111,2020-04-03 08:23:00+00:00,respirators,20.0
1889,rec111,2020-04-03 08:23:00+00:00,faceShields,20.0
1890,rec111,2020-04-03 08:23:00+00:00,thermometers,12.0
1893,rec111,2020-04-03 08:23:00+00:00,disinfectingWipes,20.0
1898,rec111,2020-04-03 08:23:00+00:00,handSanitizer,24.0
1901,rec111,2020-04-03 08:23:00+00:00,gowns,200.0
1902,rec111,2020-04-03 08:23:00+00:00,nitrileGloves,100.0
1905,rec112,2020-04-03 08:23:00+00:00,respirators,30.0
1906,rec112,2020-04-03 08:23:00+00:00,faceShields,50.0
1926,rec113,2020-04-03 08:24:00+00:00,disposableBooties,20.0
1935,rec113,2020-04-03 08:24:00+00:00,gowns,20.0
1939,rec114,2020-04-03 08:24:00+00:00,respirators,50.0
1940,rec114,2020-04-03 08:24:00+00:00,faceShields,50.0
1941,rec114,2020-04-03 08:24:00+00:00,thermometers,5.0
1944,rec114,2020-04-03 08:24:00+00:00,disinfectingWipes,20.0
1947,rec114,2020-04-03 08:24:00+00:00,handmadeMasks,25.0
1952,rec114,2020-04-03 08:24:00+00:00,gowns,50.0
1953,rec114,2020-04-03 08:24:00+00:00,nitrileGloves,200.0
1956,rec115,2020-04-03 08:25:00+00:00,respirators,200.0
1957,rec115,2020-04-03 08:25:00+00:00,faceShields,25.0
1958,rec115,2020-04-03 08:25:00+00:00,thermometers,5.0
1960,rec115,2020-04-03 08:25:00+00:00,disposableBooties,50.0
1961,rec115,2020-04-03 08:25:00+00:00,disinfectingWipes,10.0
1964,rec115,2020-04-03 08:25:00+00:00,handmadeMasks,50.0
1966,rec115,2020-04-03 08:25:00+00:00,handSanitizer,10.0
1969,rec115,2020-04-03 08:25:00+00:00,gowns,100.0
1970,rec115,2020-04-03 08:25:00+00:00,nitrileGloves,100.0
1973,rec116,2020-04-03 08:25:00+00:00,respirators,140.0
1974,rec116,2020-04-03 08:25:00+00:00,faceShields,140.0
1977,rec116,2020-04-03 08:25:00+00:00,disposableBooties,240.0
1986,rec116,2020-04-03 08:25:00+00:00,gowns,250.0
1987,rec116,2020-04-03 08:25:00+00:00,nitrileGloves,1000.0
1990,rec117,2020-04-03 08:25:00+00:00,respirators,140.0
1991,rec117,2020-04-03 08:25:00+00:00,faceShields,140.0
1994,rec117,2020-04-03 08:25:00+00:00,disposableBooties,240.0
1995,rec117,2020-04-03 08:25:00+00:00,disinfectingWipes,2000.0
2000,rec117,2020-04-03 08:25:00+00:00,handSanitizer,20.0
2003,rec117,2020-04-03 08:25:00+00:00,gowns,250.0
2004,rec117,2020-04-03 08:25:00+00:00,nitrileGloves,1000.0
2007,rec118,2020-04-03 08:25:00+00:00,respirators,25.0
2011,rec118,2020-04-03 08:25:00+00:00,disposableBooties,25.0
2024,rec119,2020-04-03 08:26:00+00:00,respirators,2000.0
2025,rec119,2020-04-03 08:26:00+00:00,faceShields,200.0
2028,rec119,2020-04-03 08:26:00+00:00,disposableBooties,200.0
2029,rec119,2020-04-03 08:26:00+00:00,disinfectingWipes,1000.0
2034,rec119,2020-04-03 08:26:00+00:00,handSanitizer,200.0
2037,rec119,2020-04-03 08:26:00+00:00,gowns,1000.0
2038,rec119,2020-04-03 08:26:00+00:00,nitrileGloves,2000.0
2041,rec120,2020-04-03 08:26:00+00:00,respirators,40.0
2042,rec120,2020-04-03 08:26:00+00:00,faceShields,20.0
2049,rec120,2020-04-03 08:26:00+00:00,handmadeMasks,40.0
2054,rec120,2020-04-03 08:26:00+00:00,gowns,40.0
2058,rec121,2020-04-03 08:26:00+00:00,respirators,100.0
2060,rec121,2020-04-03 08:26:00+00:00,thermometers,5.0
2066,rec121,2020-04-03 08:26:00+00:00,handmadeMasks,20.0
2068,rec121,2020-04-03 08:26:00+00:00,handSanitizer,5.0
2072,rec121,2020-04-03 08:26:00+00:00,nitrileGloves,500.0
2075,rec122,2020-04-03 08:26:00+00:00,respirators,7000.0
2092,rec123,2020-04-03 08:28:00+00:00,respirators,200.0
2093,rec123,2020-04-03 08:28:00+00:00,faceShields,50.0
2096,rec123,2020-04-03 08:28:00+00:00,disposableBooties,100.0
2097,rec123,2020-04-03 08:28:00+00:00,disinfectingWipes,5.0
2102,rec123,2020-04-03 08:28:00+00:00,handSanitizer,5.0
2106,rec123,2020-04-03 08:28:00+00:00,nitrileGloves,1000.0
2109,rec124,2020-04-03 08:29:00+00:00,respirators,80.0
2110,rec124,2020-04-03 08:29:00+00:00,faceShields,80.0
2114,rec124,2020-04-03 08:29:00+00:00,disinfectingWipes,500.0
2117,rec124,2020-04-03 08:29:00+00:00,handmadeMasks,160.0
2119,rec124,2020-04-03 08:29:00+00:00,handSanitizer,40.0
2122,rec124,2020-04-03 08:29:00+00:00,gowns,160.0
2126,rec125,2020-04-03 08:31:00+00:00,respirators,1080.0
2127,rec125,2020-04-03 08:31:00+00:00,faceShields,380.0
2128,rec125,2020-04-03 08:31:00+00:00,thermometers,357.0
2131,rec125,2020-04-03 08:31:00+00:00,disinfectingWipes,238.0
2136,rec125,2020-04-03 08:31:00+00:00,handSanitizer,357.0
2139,rec125,2020-04-03 08:31:00+00:00,gowns,1080.0
2140,rec125,2020-04-03 08:31:00+00:00,nitrileGloves,357.0
2143,rec126,2020-04-03 08:31:00+00:00,respirators,1080.0
2144,rec126,2020-04-03 08:31:00+00:00,faceShields,380.0
2145,rec126,2020-04-03 08:31:00+00:00,thermometers,357.0
2148,rec126,2020-04-03 08:31:00+00:00,disinfectingWipes,238.0
2153,rec126,2020-04-03 08:31:00+00:00,handSanitizer,357.0
2156,rec126,2020-04-03 08:31:00+00:00,gowns,1080.0
2157,rec126,2020-04-03 08:31:00+00:00,nitrileGloves,357.0
2162,rec127,2020-04-03 08:32:00+00:00,thermometers,100.0
2165,rec127,2020-04-03 08:32:00+00:00,disinfectingWipes,200.0
2168,rec127,2020-04-03 08:32:00+00:00,handmadeMasks,250.0
2170,rec127,2020-04-03 08:32:00+00:00,handSanitizer,300.0
2172,rec127,2020-04-03 08:32:00+00:00,surgicalMasks,500.0
2174,rec127,2020-04-03 08:32:00+00:00,nitrileGloves,500.0
2177,rec128,2020-04-03 08:33:00+00:00,respirators,500.0
2178,rec128,2020-04-03 08:33:00+00:00,faceShields,500.0
2179,rec128,2020-04-03 08:33:00+00:00,thermometers,20.0
2181,rec128,2020-04-03 08:33:00+00:00,disposableBooties,500.0
2182,rec128,2020-04-03 08:33:00+00:00,disinfectingWipes,50.0
2187,rec128,2020-04-03 08:33:00+00:00,handSanitizer,100.0
2190,rec128,2020-04-03 08:33:00+00:00,gowns,500.0
2194,rec129,2020-04-03 08:34:00+00:00,respirators,200.0
2195,rec129,2020-04-03 08:34:00+00:00,faceShields,60.0
2196,rec129,2020-04-03 08:34:00+00:00,thermometers,12.0
2199,rec129,2020-04-03 08:34:00+00:00,disinfectingWipes,50.0
2202,rec129,2020-04-03 08:34:00+00:00,handmadeMasks,30.0
2204,rec129,2020-04-03 08:34:00+00:00,handSanitizer,50.0
2207,rec129,2020-04-03 08:34:00+00:00,gowns,200.0
2208,rec129,2020-04-03 08:34:00+00:00,nitrileGloves,200.0
2211,rec130,2020-04-03 08:34:00+00:00,respirators,1000.0
2212,rec130,2020-04-03 08:34:00+00:00,faceShields,500.0
2215,rec130,2020-04-03 08:34:00+00:00,disposableBooties,1000.0
2216,rec130,2020-04-03 08:34:00+00:00,disinfectingWipes,1000.0
2219,rec130,2020-04-03 08:34:00+00:00,handmadeMasks,250.0
2221,rec130,2020-04-03 08:34:00+00:00,handSanitizer,200.0
2224,rec130,2020-04-03 08:34:00+00:00,gowns,1000.0
2228,rec131,2020-04-03 08:36:00+00:00,respirators,20000.0
2229,rec131,2020-04-03 08:36:00+00:00,faceShields,2000.0
2230,rec131,2020-04-03 08:36:00+00:00,thermometers,2000.0
2232,rec131,2020-04-03 08:36:00+00:00,disposableBooties,5000.0
2233,rec131,2020-04-03 08:36:00+00:00,disinfectingWipes,5000.0
2238,rec131,2020-04-03 08:36:00+00:00,handSanitizer,5000.0
2241,rec131,2020-04-03 08:36:00+00:00,gowns,5000.0
2245,rec132,2020-04-03 08:37:00+00:00,respirators,100.0
2246,rec132,2020-04-03 08:37:00+00:00,faceShields,100.0
2247,rec132,2020-04-03 08:37:00+00:00,thermometers,6.0
2249,rec132,2020-04-03 08:37:00+00:00,disposableBooties,300.0
2258,rec132,2020-04-03 08:37:00+00:00,gowns,300.0
2270,rec133,2020-04-03 08:38:00+00:00,handmadeMasks,50.0
2274,rec133,2020-04-03 08:38:00+00:00,surgicalMasks,100.0
2275,rec133,2020-04-03 08:38:00+00:00,gowns,30.0
2276,rec133,2020-04-03 08:38:00+00:00,nitrileGloves,200.0
2279,rec134,2020-04-03 08:39:00+00:00,respirators,504.0
2280,rec134,2020-04-03 08:39:00+00:00,faceShields,600.0
2287,rec134,2020-04-03 08:39:00+00:00,handmadeMasks,300.0
2289,rec134,2020-04-03 08:39:00+00:00,handSanitizer,2.0
2292,rec134,2020-04-03 08:39:00+00:00,gowns,504.0
2293,rec134,2020-04-03 08:39:00+00:00,nitrileGloves,700.0
2296,rec135,2020-04-03 08:39:00+00:00,respirators,504.0
2297,rec135,2020-04-03 08:39:00+00:00,faceShields,600.0
2309,rec135,2020-04-03 08:39:00+00:00,gowns,504.0
2310,rec135,2020-04-03 08:39:00+00:00,nitrileGloves,700.0
2313,rec136,2020-04-03 08:39:00+00:00,respirators,100.0
2318,rec136,2020-04-03 08:39:00+00:00,disinfectingWipes,10.0
2323,rec136,2020-04-03 08:39:00+00:00,handSanitizer,10.0
2327,rec136,2020-04-03 08:39:00+00:00,nitrileGloves,100.0
2330,rec137,2020-04-03 08:41:00+00:00,respirators,60.0
2331,rec137,2020-04-03 08:41:00+00:00,faceShields,40.0
2335,rec137,2020-04-03 08:41:00+00:00,disinfectingWipes,12.0
2340,rec137,2020-04-03 08:41:00+00:00,handSanitizer,24.0
2343,rec137,2020-04-03 08:41:00+00:00,gowns,40.0
2347,rec138,2020-04-03 08:41:00+00:00,respirators,1800.0
2348,rec138,2020-04-03 08:41:00+00:00,faceShields,250.0
2360,rec138,2020-04-03 08:41:00+00:00,gowns,400.0
2364,rec139,2020-04-03 08:42:00+00:00,respirators,25.0
2365,rec139,2020-04-03 08:42:00+00:00,faceShields,25.0
2369,rec139,2020-04-03 08:42:00+00:00,disinfectingWipes,4.0
2374,rec139,2020-04-03 08:42:00+00:00,handSanitizer,3.0
2377,rec139,2020-04-03 08:42:00+00:00,gowns,50.0
2378,rec139,2020-04-03 08:42:00+00:00,nitrileGloves,100.0
2381,rec140,2020-04-03 08:42:00+00:00,respirators,30.0
2382,rec140,2020-04-03 08:42:00+00:00,faceShields,30.0
2383,rec140,2020-04-03 08:42:00+00:00,thermometers,5.0
2398,rec141,2020-04-03 08:42:00+00:00,respirators,200.0
2399,rec141,2020-04-03 08:42:00+00:00,faceShields,200.0
2415,rec142,2020-04-03 08:44:00+00:00,respirators,300.0
2417,rec142,2020-04-03 08:44:00+00:00,thermometers,12.0
2432,rec143,2020-04-03 08:44:00+00:00,respirators,300.0
2433,rec143,2020-04-03 08:44:00+00:00,faceShields,50.0
2434,rec143,2020-04-03 08:44:00+00:00,thermometers,2.0
2437,rec143,2020-04-03 08:44:00+00:00,disinfectingWipes,24.0
2440,rec143,2020-04-03 08:44:00+00:00,handmadeMasks,50.0
2442,rec143,2020-04-03 08:44:00+00:00,handSanitizer,30.0
2445,rec143,2020-04-03 08:44:00+00:00,gowns,100.0
2446,rec143,2020-04-03 08:44:00+00:00,nitrileGloves,500.0
2451,rec144,2020-04-03 08:44:00+00:00,thermometers,100.0
2461,rec144,2020-04-03 08:44:00+00:00,surgicalMasks,1000.0
2462,rec144,2020-04-03 08:44:00+00:00,gowns,100.0
2471,rec145,2020-04-03 08:45:00+00:00,disinfectingWipes,5.0
2476,rec145,2020-04-03 08:45:00+00:00,handSanitizer,9.0
2483,rec146,2020-04-03 08:46:00+00:00,respirators,40.0
2484,rec146,2020-04-03 08:46:00+00:00,faceShields,20.0
2485,rec146,2020-04-03 08:46:00+00:00,thermometers,30.0
2487,rec146,2020-04-03 08:46:00+00:00,disposableBooties,200.0
2488,rec146,2020-04-03 08:46:00+00:00,disinfectingWipes,24.0
2493,rec146,2020-04-03 08:46:00+00:00,handSanitizer,24.0
2500,rec147,2020-04-03 08:47:00+00:00,respirators,50.0
2501,rec147,2020-04-03 08:47:00+00:00,faceShields,25.0
2502,rec147,2020-04-03 08:47:00+00:00,thermometers,20.0
2505,rec147,2020-04-03 08:47:00+00:00,disinfectingWipes,25.0
2513,rec147,2020-04-03 08:47:00+00:00,gowns,200.0
2517,rec148,2020-04-03 08:47:00+00:00,respirators,120.0
2519,rec148,2020-04-03 08:47:00+00:00,thermometers,100.0
2521,rec148,2020-04-03 08:47:00+00:00,disposableBooties,120.0
2522,rec148,2020-04-03 08:47:00+00:00,disinfectingWipes,1000.0
2525,rec148,2020-04-03 08:47:00+00:00,handmadeMasks,50.0
2527,rec148,2020-04-03 08:47:00+00:00,handSanitizer,30.0
2531,rec148,2020-04-03 08:47:00+00:00,nitrileGloves,600.0
2535,rec149,2020-04-03 08:49:00+00:00,faceShields,50.0
2536,rec149,2020-04-03 08:49:00+00:00,thermometers,10.0
2539,rec149,2020-04-03 08:49:00+00:00,disinfectingWipes,50.0
2544,rec149,2020-04-03 08:49:00+00:00,handSanitizer,50.0
2546,rec149,2020-04-03 08:49:00+00:00,surgicalMasks,500.0
2547,rec149,2020-04-03 08:49:00+00:00,gowns,200.0
2551,rec150,2020-04-03 08:49:00+00:00,respirators,200.0
2552,rec150,2020-04-03 08:49:00+00:00,faceShields,300.0
2553,rec150,2020-04-03 08:49:00+00:00,thermometers,3.0
2555,rec150,2020-04-03 08:49:00+00:00,disposableBooties,250.0
2556,rec150,2020-04-03 08:49:00+00:00,disinfectingWipes,6.0
2561,rec150,2020-04-03 08:49:00+00:00,handSanitizer,10.0
2564,rec150,2020-04-03 08:49:00+00:00,gowns,100.0
2565,rec150,2020-04-03 08:49:00+00:00,nitrileGloves,400.0
2568,rec151,2020-04-03 08:51:00+00:00,respirators,150.0
2569,rec151,2020-04-03 08:51:00+00:00,faceShields,150.0
2570,rec151,2020-04-03 08:51:00+00:00,thermometers,1500.0
2572,rec151,2020-04-03 08:51:00+00:00,disposableBooties,100.0
2573,rec151,2020-04-03 08:51:00+00:00,disinfectingWipes,200.0
2576,rec151,2020-04-03 08:51:00+00:00,handmadeMasks,200.0
2578,rec151,2020-04-03 08:51:00+00:00,handSanitizer,200.0
2581,rec151,2020-04-03 08:51:00+00:00,gowns,200.0
2582,rec151,2020-04-03 08:51:00+00:00,nitrileGloves,250.0
2585,rec152,2020-04-03 08:51:00+00:00,respirators,100.0
2586,rec152,2020-04-03 08:51:00+00:00,faceShields,20.0
2587,rec152,2020-04-03 08:51:00+00:00,thermometers,2.0
2595,rec152,2020-04-03 08:51:00+00:00,handSanitizer,5.0
2602,rec153,2020-04-03 08:51:00+00:00,respirators,200.0
2610,rec153,2020-04-03 08:51:00+00:00,handmadeMasks,200.0
2620,rec154,2020-04-03 08:53:00+00:00,faceShields,25.0
2621,rec154,2020-04-03 08:53:00+00:00,thermometers,5.0
2623,rec154,2020-04-03 08:53:00+00:00,disposableBooties,20.0
2624,rec154,2020-04-03 08:53:00+00:00,disinfectingWipes,5.0
2627,rec154,2020-04-03 08:53:00+00:00,handmadeMasks,100.0
2629,rec154,2020-04-03 08:53:00+00:00,handSanitizer,20.0
2631,rec154,2020-04-03 08:53:00+00:00,surgicalMasks,500.0
2632,rec154,2020-04-03 08:53:00+00:00,gowns,50.0
2638,rec155,2020-04-03 08:58:00+00:00,thermometers,50.0
2641,rec155,2020-04-03 08:58:00+00:00,disinfectingWipes,50.0
2644,rec155,2020-04-03 08:58:00+00:00,handmadeMasks,50.0
2646,rec155,2020-04-03 08:58:00+00:00,handSanitizer,100.0
2649,rec155,2020-04-03 08:58:00+00:00,gowns,50.0
2653,rec156,2020-04-03 08:59:00+00:00,respirators,250.0
2654,rec156,2020-04-03 08:59:00+00:00,faceShields,250.0
2655,rec156,2020-04-03 08:59:00+00:00,thermometers,100.0
2657,rec156,2020-04-03 08:59:00+00:00,disposableBooties,100.0
2658,rec156,2020-04-03 08:59:00+00:00,disinfectingWipes,100.0
2666,rec156,2020-04-03 08:59:00+00:00,gowns,300.0
2667,rec156,2020-04-03 08:59:00+00:00,nitrileGloves,300.0
