,rec_id,date,ppe,qty
2670,rec157,2020-04-03 09:01:00+00:00,respirators,200.0
2671,rec157,2020-04-03 09:01:00+00:00,faceShields,100.0
2672,rec157,2020-04-03 09:01:00+00:00,thermometers,30.0
2674,rec157,2020-04-03 09:01:00+00:00,disposableBooties,200.0
2675,rec157,2020-04-03 09:01:00+00:00,disinfectingWipes,150.0
2678,rec157,2020-04-03 09:01:00+00:00,handmadeMasks,100.0
2680,rec157,2020-04-03 09:01:00+00:00,handSanitizer,150.0
2683,rec157,2020-04-03 09:01:00+00:00,gowns,100.0
2684,rec157,2020-04-03 09:01:00+00:00,nitrileGloves,200.0
2688,rec158,2020-04-03 09:04:00+00:00,faceShields,15.0
2691,rec158,2020-04-03 09:04:00+00:00,disposableBooties,20.0
2699,rec158,2020-04-03 09:04:00+00:00,surgicalMasks,50.0
2700,rec158,2020-04-03 09:04:00+00:00,gowns,15.0
2709,rec159,2020-04-03 09:04:00+00:00,disinfectingWipes,20.0
2714,rec159,2020-04-03 09:04:00+00:00,handSanitizer,10.0
2716,rec159,2020-04-03 09:04:00+00:00,surgicalMasks,50.0
2717,rec159,2020-04-03 09:04:00+00:00,gowns,50.0
2718,rec159,2020-04-03 09:04:00+00:00,nitrileGloves,100.0
2721,rec160,2020-04-03 09:05:00+00:00,respirators,100.0
2722,rec160,2020-04-03 09:05:00+00:00,faceShields,30.0
2723,rec160,2020-04-03 09:05:00+00:00,thermometers,2.0
2726,rec160,2020-04-03 09:05:00+00:00,disinfectingWipes,10.0
2729,rec160,2020-04-03 09:05:00+00:00,handmadeMasks,30.0
2731,rec160,2020-04-03 09:05:00+00:00,handSanitizer,10.0
2734,rec160,2020-04-03 09:05:00+00:00,gowns,200.0
2735,rec160,2020-04-03 09:05:00+00:00,nitrileGloves,1000.0
2738,rec161,2020-04-03 09:05:00+00:00,respirators,30.0
2739,rec161,2020-04-03 09:05:00+00:00,faceShields,30.0
2740,rec161,2020-04-03 09:05:00+00:00,thermometers,4.0
2742,rec161,2020-04-03 09:05:00+00:00,disposableBooties,60.0
2743,rec161,2020-04-03 09:05:00+00:00,disinfectingWipes,20.0
2746,rec161,2020-04-03 09:05:00+00:00,handmadeMasks,100.0
2748,rec161,2020-04-03 09:05:00+00:00,handSanitizer,20.0
2751,rec161,2020-04-03 09:05:00+00:00,gowns,30.0
2752,rec161,2020-04-03 09:05:00+00:00,nitrileGloves,100.0
2756,rec162,2020-04-03 09:06:00+00:00,faceShields,10.0
2757,rec162,2020-04-03 09:06:00+00:00,thermometers,1.0
2760,rec162,2020-04-03 09:06:00+00:00,disinfectingWipes,2.0
2763,rec162,2020-04-03 09:06:00+00:00,handmadeMasks,10.0
2765,rec162,2020-04-03 09:06:00+00:00,handSanitizer,5.0
2772,rec163,2020-04-03 09:06:00+00:00,respirators,25.0
2773,rec163,2020-04-03 09:06:00+00:00,faceShields,25.0
2776,rec163,2020-04-03 09:06:00+00:00,disposableBooties,25.0
2782,rec163,2020-04-03 09:06:00+00:00,handSanitizer,10.0
2785,rec163,2020-04-03 09:06:00+00:00,gowns,25.0
2789,rec164,2020-04-03 09:06:00+00:00,respirators,25.0
2790,rec164,2020-04-03 09:06:00+00:00,faceShields,25.0
2793,rec164,2020-04-03 09:06:00+00:00,disposableBooties,25.0
2802,rec164,2020-04-03 09:06:00+00:00,gowns,25.0
2806,rec165,2020-04-03 09:06:00+00:00,respirators,40.0
2823,rec166,2020-04-03 09:07:00+00:00,respirators,30.0
2824,rec166,2020-04-03 09:07:00+00:00,faceShields,10.0
2828,rec166,2020-04-03 09:07:00+00:00,disinfectingWipes,4.0
2833,rec166,2020-04-03 09:07:00+00:00,handSanitizer,10.0
2836,rec166,2020-04-03 09:07:00+00:00,gowns,20.0
2840,rec167,2020-04-03 09:08:00+00:00,respirators,100.0
2841,rec167,2020-04-03 09:08:00+00:00,faceShields,100.0
2842,rec167,2020-04-03 09:08:00+00:00,thermometers,20.0
2844,rec167,2020-04-03 09:08:00+00:00,disposableBooties,100.0
2845,rec167,2020-04-03 09:08:00+00:00,disinfectingWipes,100.0
2848,rec167,2020-04-03 09:08:00+00:00,handmadeMasks,100.0
2850,rec167,2020-04-03 09:08:00+00:00,handSanitizer,50.0
2853,rec167,2020-04-03 09:08:00+00:00,gowns,100.0
2857,rec168,2020-04-03 09:08:00+00:00,respirators,150.0
2858,rec168,2020-04-03 09:08:00+00:00,faceShields,150.0
2859,rec168,2020-04-03 09:08:00+00:00,thermometers,150.0
2861,rec168,2020-04-03 09:08:00+00:00,disposableBooties,50.0
2862,rec168,2020-04-03 09:08:00+00:00,disinfectingWipes,200.0
2867,rec168,2020-04-03 09:08:00+00:00,handSanitizer,200.0
2870,rec168,2020-04-03 09:08:00+00:00,gowns,150.0
2871,rec168,2020-04-03 09:08:00+00:00,nitrileGloves,150.0
2874,rec169,2020-04-03 09:09:00+00:00,respirators,12.0
2875,rec169,2020-04-03 09:09:00+00:00,faceShields,12.0
2876,rec169,2020-04-03 09:09:00+00:00,thermometers,1.0
2879,rec169,2020-04-03 09:09:00+00:00,disinfectingWipes,4.0
2882,rec169,2020-04-03 09:09:00+00:00,handmadeMasks,30.0
2884,rec169,2020-04-03 09:09:00+00:00,handSanitizer,8.0
2887,rec169,2020-04-03 09:09:00+00:00,gowns,24.0
2888,rec169,2020-04-03 09:09:00+00:00,nitrileGloves,30.0
2891,rec170,2020-04-03 09:09:00+00:00,respirators,120.0
2893,rec170,2020-04-03 09:09:00+00:00,thermometers,20.0
2895,rec170,2020-04-03 09:09:00+00:00,disposableBooties,240.0
2896,rec170,2020-04-03 09:09:00+00:00,disinfectingWipes,20.0
2899,rec170,2020-04-03 09:09:00+00:00,handmadeMasks,150.0
2901,rec170,2020-04-03 09:09:00+00:00,handSanitizer,20.0
2904,rec170,2020-04-03 09:09:00+00:00,gowns,120.0
2905,rec170,2020-04-03 09:09:00+00:00,nitrileGloves,20.0
2908,rec171,2020-04-03 09:12:00+00:00,respirators,15000.0
2909,rec171,2020-04-03 09:12:00+00:00,faceShields,10000.0
2910,rec171,2020-04-03 09:12:00+00:00,thermometers,10.0
2913,rec171,2020-04-03 09:12:00+00:00,disinfectingWipes,200.0
2918,rec171,2020-04-03 09:12:00+00:00,handSanitizer,500.0
2921,rec171,2020-04-03 09:12:00+00:00,gowns,5000.0
2925,rec172,2020-04-03 09:14:00+00:00,respirators,50.0
2926,rec172,2020-04-03 09:14:00+00:00,faceShields,5.0
2935,rec172,2020-04-03 09:14:00+00:00,handSanitizer,3.0
2943,rec173,2020-04-03 09:14:00+00:00,faceShields,10.0
2950,rec173,2020-04-03 09:14:00+00:00,handmadeMasks,50.0
2952,rec173,2020-04-03 09:14:00+00:00,handSanitizer,150.0
2954,rec173,2020-04-03 09:14:00+00:00,surgicalMasks,50.0
2959,rec174,2020-04-03 09:15:00+00:00,respirators,100.0
2960,rec174,2020-04-03 09:15:00+00:00,faceShields,75.0
2961,rec174,2020-04-03 09:15:00+00:00,thermometers,2.0
2964,rec174,2020-04-03 09:15:00+00:00,disinfectingWipes,12.0
2969,rec174,2020-04-03 09:15:00+00:00,handSanitizer,5.0
2972,rec174,2020-04-03 09:15:00+00:00,gowns,100.0
2973,rec174,2020-04-03 09:15:00+00:00,nitrileGloves,100.0
2977,rec175,2020-04-03 09:16:00+00:00,faceShields,5.0
2988,rec175,2020-04-03 09:16:00+00:00,surgicalMasks,50.0
2989,rec175,2020-04-03 09:16:00+00:00,gowns,5.0
3001,rec176,2020-04-03 09:19:00+00:00,handmadeMasks,16.0
3005,rec176,2020-04-03 09:19:00+00:00,surgicalMasks,16.0
3010,rec177,2020-04-03 09:22:00+00:00,respirators,500.0
3011,rec177,2020-04-03 09:22:00+00:00,faceShields,500.0
3014,rec177,2020-04-03 09:22:00+00:00,disposableBooties,200.0
3023,rec177,2020-04-03 09:22:00+00:00,gowns,300.0
3027,rec178,2020-04-03 09:23:00+00:00,respirators,50.0
3037,rec178,2020-04-03 09:23:00+00:00,handSanitizer,12.0
3040,rec178,2020-04-03 09:23:00+00:00,gowns,100.0
3041,rec178,2020-04-03 09:23:00+00:00,nitrileGloves,250.0
3049,rec179,2020-04-03 09:24:00+00:00,disinfectingWipes,100.0
3054,rec179,2020-04-03 09:24:00+00:00,handSanitizer,100.0
3056,rec179,2020-04-03 09:24:00+00:00,surgicalMasks,600.0
3058,rec179,2020-04-03 09:24:00+00:00,nitrileGloves,1200.0
3061,rec180,2020-04-03 09:25:00+00:00,respirators,100.0
3062,rec180,2020-04-03 09:25:00+00:00,faceShields,100.0
3063,rec180,2020-04-03 09:25:00+00:00,thermometers,46.0
3065,rec180,2020-04-03 09:25:00+00:00,disposableBooties,200.0
3066,rec180,2020-04-03 09:25:00+00:00,disinfectingWipes,52.0
3069,rec180,2020-04-03 09:25:00+00:00,handmadeMasks,225.0
3074,rec180,2020-04-03 09:25:00+00:00,gowns,200.0
3075,rec180,2020-04-03 09:25:00+00:00,nitrileGloves,1000.0
3090,rec181,2020-04-03 09:27:00+00:00,surgicalMasks,1200.0
3091,rec181,2020-04-03 09:27:00+00:00,gowns,1200.0
3103,rec182,2020-04-03 09:28:00+00:00,handmadeMasks,325.0
3112,rec183,2020-04-03 09:29:00+00:00,respirators,500.0
3120,rec183,2020-04-03 09:29:00+00:00,handmadeMasks,100.0
3122,rec183,2020-04-03 09:29:00+00:00,handSanitizer,100.0
3125,rec183,2020-04-03 09:29:00+00:00,gowns,1000.0
3130,rec184,2020-04-03 09:29:00+00:00,faceShields,1000.0
3131,rec184,2020-04-03 09:29:00+00:00,thermometers,100.0
3134,rec184,2020-04-03 09:29:00+00:00,disinfectingWipes,5000.0
3141,rec184,2020-04-03 09:29:00+00:00,surgicalMasks,10000.0
3142,rec184,2020-04-03 09:29:00+00:00,gowns,2000.0
3143,rec184,2020-04-03 09:29:00+00:00,nitrileGloves,20000.0
3147,rec185,2020-04-03 09:30:00+00:00,faceShields,50000.0
3148,rec185,2020-04-03 09:30:00+00:00,thermometers,5000.0
3150,rec185,2020-04-03 09:30:00+00:00,disposableBooties,25000.0
3156,rec185,2020-04-03 09:30:00+00:00,handSanitizer,2500.0
3158,rec185,2020-04-03 09:30:00+00:00,surgicalMasks,50000.0
3159,rec185,2020-04-03 09:30:00+00:00,gowns,50000.0
3164,rec186,2020-04-03 09:30:00+00:00,faceShields,50000.0
3165,rec186,2020-04-03 09:30:00+00:00,thermometers,5000.0
3167,rec186,2020-04-03 09:30:00+00:00,disposableBooties,25000.0
3173,rec186,2020-04-03 09:30:00+00:00,handSanitizer,2500.0
3175,rec186,2020-04-03 09:30:00+00:00,surgicalMasks,50000.0
3176,rec186,2020-04-03 09:30:00+00:00,gowns,50000.0
3185,rec187,2020-04-03 09:30:00+00:00,disinfectingWipes,6.0
3190,rec187,2020-04-03 09:30:00+00:00,handSanitizer,6.0
3194,rec187,2020-04-03 09:30:00+00:00,nitrileGloves,6.0
3197,rec188,2020-04-03 09:31:00+00:00,respirators,1000.0
3198,rec188,2020-04-03 09:31:00+00:00,faceShields,100.0
3210,rec188,2020-04-03 09:31:00+00:00,gowns,1000.0
3211,rec188,2020-04-03 09:31:00+00:00,nitrileGloves,1000.0
3214,rec189,2020-04-03 09:32:00+00:00,respirators,30.0
3215,rec189,2020-04-03 09:32:00+00:00,faceShields,30.0
3218,rec189,2020-04-03 09:32:00+00:00,disposableBooties,30.0
3219,rec189,2020-04-03 09:32:00+00:00,disinfectingWipes,6.0
3222,rec189,2020-04-03 09:32:00+00:00,handmadeMasks,30.0
3224,rec189,2020-04-03 09:32:00+00:00,handSanitizer,7.0
3227,rec189,2020-04-03 09:32:00+00:00,gowns,35.0
3228,rec189,2020-04-03 09:32:00+00:00,nitrileGloves,4.0
3231,rec190,2020-04-03 09:32:00+00:00,respirators,100.0
3232,rec190,2020-04-03 09:32:00+00:00,faceShields,100.0
3235,rec190,2020-04-03 09:32:00+00:00,disposableBooties,100.0
3244,rec190,2020-04-03 09:32:00+00:00,gowns,100.0
3248,rec191,2020-04-03 09:32:00+00:00,respirators,100.0
3249,rec191,2020-04-03 09:32:00+00:00,faceShields,100.0
3250,rec191,2020-04-03 09:32:00+00:00,thermometers,100.0
3252,rec191,2020-04-03 09:32:00+00:00,disposableBooties,100.0
3253,rec191,2020-04-03 09:32:00+00:00,disinfectingWipes,125.0
3258,rec191,2020-04-03 09:32:00+00:00,handSanitizer,100.0
3261,rec191,2020-04-03 09:32:00+00:00,gowns,100.0
3265,rec192,2020-04-03 09:32:00+00:00,respirators,100.0
3266,rec192,2020-04-03 09:32:00+00:00,faceShields,100.0
3267,rec192,2020-04-03 09:32:00+00:00,thermometers,10.0
3269,rec192,2020-04-03 09:32:00+00:00,disposableBooties,200.0
3270,rec192,2020-04-03 09:32:00+00:00,disinfectingWipes,1000.0
3273,rec192,2020-04-03 09:32:00+00:00,handmadeMasks,50.0
3275,rec192,2020-04-03 09:32:00+00:00,handSanitizer,10.0
3278,rec192,2020-04-03 09:32:00+00:00,gowns,200.0
3279,rec192,2020-04-03 09:32:00+00:00,nitrileGloves,300.0
3282,rec193,2020-04-03 09:33:00+00:00,respirators,500.0
3283,rec193,2020-04-03 09:33:00+00:00,faceShields,100.0
3284,rec193,2020-04-03 09:33:00+00:00,thermometers,100.0
3292,rec193,2020-04-03 09:33:00+00:00,handSanitizer,100.0
3295,rec193,2020-04-03 09:33:00+00:00,gowns,500.0
3299,rec194,2020-04-03 09:33:00+00:00,respirators,40.0
3304,rec194,2020-04-03 09:33:00+00:00,disinfectingWipes,10.0
3309,rec194,2020-04-03 09:33:00+00:00,handSanitizer,10.0
3316,rec195,2020-04-03 09:35:00+00:00,respirators,1000.0
3321,rec195,2020-04-03 09:35:00+00:00,disinfectingWipes,250.0
3326,rec195,2020-04-03 09:35:00+00:00,handSanitizer,500.0
3333,rec196,2020-04-03 09:36:00+00:00,respirators,40.0
3334,rec196,2020-04-03 09:36:00+00:00,faceShields,4.0
3335,rec196,2020-04-03 09:36:00+00:00,thermometers,2.0
3337,rec196,2020-04-03 09:36:00+00:00,disposableBooties,80.0
3338,rec196,2020-04-03 09:36:00+00:00,disinfectingWipes,4.0
3343,rec196,2020-04-03 09:36:00+00:00,handSanitizer,40.0
3350,rec197,2020-04-03 09:37:00+00:00,respirators,1000.0
3351,rec197,2020-04-03 09:37:00+00:00,faceShields,1000.0
3354,rec197,2020-04-03 09:37:00+00:00,disposableBooties,1000.0
3355,rec197,2020-04-03 09:37:00+00:00,disinfectingWipes,1000.0
3360,rec197,2020-04-03 09:37:00+00:00,handSanitizer,1000.0
3363,rec197,2020-04-03 09:37:00+00:00,gowns,1000.0
3364,rec197,2020-04-03 09:37:00+00:00,nitrileGloves,1000.0
3367,rec198,2020-04-03 09:38:00+00:00,respirators,12.0
3368,rec198,2020-04-03 09:38:00+00:00,faceShields,12.0
3372,rec198,2020-04-03 09:38:00+00:00,disinfectingWipes,10.0
3377,rec198,2020-04-03 09:38:00+00:00,handSanitizer,50.0
3380,rec198,2020-04-03 09:38:00+00:00,gowns,100.0
3381,rec198,2020-04-03 09:38:00+00:00,nitrileGloves,10.0
3384,rec199,2020-04-03 09:38:00+00:00,respirators,500.0
3386,rec199,2020-04-03 09:38:00+00:00,thermometers,10.0
3401,rec200,2020-04-03 09:38:00+00:00,respirators,500.0
3402,rec200,2020-04-03 09:38:00+00:00,faceShields,125.0
3403,rec200,2020-04-03 09:38:00+00:00,thermometers,2.0
3406,rec200,2020-04-03 09:38:00+00:00,disinfectingWipes,12.0
3411,rec200,2020-04-03 09:38:00+00:00,handSanitizer,20.0
3418,rec201,2020-04-03 09:39:00+00:00,respirators,500.0
3419,rec201,2020-04-03 09:39:00+00:00,faceShields,100.0
3435,rec202,2020-04-03 09:40:00+00:00,respirators,44.0
3436,rec202,2020-04-03 09:40:00+00:00,faceShields,44.0
3437,rec202,2020-04-03 09:40:00+00:00,thermometers,15.0
3439,rec202,2020-04-03 09:40:00+00:00,disposableBooties,44.0
3440,rec202,2020-04-03 09:40:00+00:00,disinfectingWipes,44.0
3443,rec202,2020-04-03 09:40:00+00:00,handmadeMasks,44.0
3445,rec202,2020-04-03 09:40:00+00:00,handSanitizer,44.0
3448,rec202,2020-04-03 09:40:00+00:00,gowns,44.0
3449,rec202,2020-04-03 09:40:00+00:00,nitrileGloves,10.0
3452,rec203,2020-04-03 09:41:00+00:00,respirators,155.0
3453,rec203,2020-04-03 09:41:00+00:00,faceShields,35.0
3454,rec203,2020-04-03 09:41:00+00:00,thermometers,2.0
3456,rec203,2020-04-03 09:41:00+00:00,disposableBooties,190.0
3457,rec203,2020-04-03 09:41:00+00:00,disinfectingWipes,1000.0
3460,rec203,2020-04-03 09:41:00+00:00,handmadeMasks,154.0
3462,rec203,2020-04-03 09:41:00+00:00,handSanitizer,100.0
3465,rec203,2020-04-03 09:41:00+00:00,gowns,350.0
3469,rec204,2020-04-03 09:41:00+00:00,respirators,50.0
3471,rec204,2020-04-03 09:41:00+00:00,thermometers,4.0
3473,rec204,2020-04-03 09:41:00+00:00,disposableBooties,100.0
3474,rec204,2020-04-03 09:41:00+00:00,disinfectingWipes,5.0
3479,rec204,2020-04-03 09:41:00+00:00,handSanitizer,5.0
3482,rec204,2020-04-03 09:41:00+00:00,gowns,50.0
3483,rec204,2020-04-03 09:41:00+00:00,nitrileGloves,200.0
3486,rec205,2020-04-03 09:42:00+00:00,respirators,200.0
3487,rec205,2020-04-03 09:42:00+00:00,faceShields,100.0
3488,rec205,2020-04-03 09:42:00+00:00,thermometers,50.0
3491,rec205,2020-04-03 09:42:00+00:00,disinfectingWipes,100.0
3496,rec205,2020-04-03 09:42:00+00:00,handSanitizer,1000.0
3499,rec205,2020-04-03 09:42:00+00:00,gowns,100.0
3500,rec205,2020-04-03 09:42:00+00:00,nitrileGloves,1000.0
3503,rec206,2020-04-03 09:42:00+00:00,respirators,500.0
3508,rec206,2020-04-03 09:42:00+00:00,disinfectingWipes,10.0
3511,rec206,2020-04-03 09:42:00+00:00,handmadeMasks,50.0
3513,rec206,2020-04-03 09:42:00+00:00,handSanitizer,10.0
3516,rec206,2020-04-03 09:42:00+00:00,gowns,500.0
3517,rec206,2020-04-03 09:42:00+00:00,nitrileGloves,500.0
3520,rec207,2020-04-03 09:42:00+00:00,respirators,30.0
3525,rec207,2020-04-03 09:42:00+00:00,disinfectingWipes,4.0
3530,rec207,2020-04-03 09:42:00+00:00,handSanitizer,10.0
3533,rec207,2020-04-03 09:42:00+00:00,gowns,30.0
3537,rec208,2020-04-03 09:42:00+00:00,respirators,15.0
3542,rec208,2020-04-03 09:42:00+00:00,disinfectingWipes,15.0
3545,rec208,2020-04-03 09:42:00+00:00,handmadeMasks,15.0
3547,rec208,2020-04-03 09:42:00+00:00,handSanitizer,15.0
3550,rec208,2020-04-03 09:42:00+00:00,gowns,15.0
3554,rec209,2020-04-03 09:42:00+00:00,respirators,25.0
3558,rec209,2020-04-03 09:42:00+00:00,disposableBooties,25.0
3559,rec209,2020-04-03 09:42:00+00:00,disinfectingWipes,10.0
3562,rec209,2020-04-03 09:42:00+00:00,handmadeMasks,25.0
3564,rec209,2020-04-03 09:42:00+00:00,handSanitizer,7.0
3567,rec209,2020-04-03 09:42:00+00:00,gowns,25.0
3568,rec209,2020-04-03 09:42:00+00:00,nitrileGloves,10.0
3571,rec210,2020-04-03 09:45:00+00:00,respirators,25.0
3572,rec210,2020-04-03 09:45:00+00:00,faceShields,10.0
3573,rec210,2020-04-03 09:45:00+00:00,thermometers,12.0
3581,rec210,2020-04-03 09:45:00+00:00,handSanitizer,25.0
3584,rec210,2020-04-03 09:45:00+00:00,gowns,100.0
3585,rec210,2020-04-03 09:45:00+00:00,nitrileGloves,200.0
3588,rec211,2020-04-03 09:46:00+00:00,respirators,400.0
3589,rec211,2020-04-03 09:46:00+00:00,faceShields,50.0
3590,rec211,2020-04-03 09:46:00+00:00,thermometers,5.0
3592,rec211,2020-04-03 09:46:00+00:00,disposableBooties,200.0
3593,rec211,2020-04-03 09:46:00+00:00,disinfectingWipes,6.0
3596,rec211,2020-04-03 09:46:00+00:00,handmadeMasks,100.0
3598,rec211,2020-04-03 09:46:00+00:00,handSanitizer,15.0
3601,rec211,2020-04-03 09:46:00+00:00,gowns,200.0
3606,rec212,2020-04-03 09:46:00+00:00,faceShields,40.0
3607,rec212,2020-04-03 09:46:00+00:00,thermometers,10.0
3613,rec212,2020-04-03 09:46:00+00:00,handmadeMasks,100.0
3615,rec212,2020-04-03 09:46:00+00:00,handSanitizer,100.0
3617,rec212,2020-04-03 09:46:00+00:00,surgicalMasks,200.0
3618,rec212,2020-04-03 09:46:00+00:00,gowns,200.0
3622,rec213,2020-04-03 09:47:00+00:00,respirators,50.0
3623,rec213,2020-04-03 09:47:00+00:00,faceShields,400.0
3624,rec213,2020-04-03 09:47:00+00:00,thermometers,10.0
3627,rec213,2020-04-03 09:47:00+00:00,disinfectingWipes,30.0
3632,rec213,2020-04-03 09:47:00+00:00,handSanitizer,100.0
3635,rec213,2020-04-03 09:47:00+00:00,gowns,1500.0
3639,rec214,2020-04-03 09:47:00+00:00,respirators,100.0
3640,rec214,2020-04-03 09:47:00+00:00,faceShields,15.0
3644,rec214,2020-04-03 09:47:00+00:00,disinfectingWipes,120.0
3649,rec214,2020-04-03 09:47:00+00:00,handSanitizer,100.0
3656,rec215,2020-04-03 09:47:00+00:00,respirators,500.0
3657,rec215,2020-04-03 09:47:00+00:00,faceShields,500.0
3669,rec215,2020-04-03 09:47:00+00:00,gowns,500.0
3673,rec216,2020-04-03 09:48:00+00:00,respirators,50.0
3674,rec216,2020-04-03 09:48:00+00:00,faceShields,15.0
3678,rec216,2020-04-03 09:48:00+00:00,disinfectingWipes,10.0
3685,rec216,2020-04-03 09:48:00+00:00,surgicalMasks,50.0
3691,rec217,2020-04-03 09:49:00+00:00,faceShields,150.0
3695,rec217,2020-04-03 09:49:00+00:00,disinfectingWipes,20.0
3698,rec217,2020-04-03 09:49:00+00:00,handmadeMasks,50.0
3700,rec217,2020-04-03 09:49:00+00:00,handSanitizer,50.0
3702,rec217,2020-04-03 09:49:00+00:00,surgicalMasks,600.0
3703,rec217,2020-04-03 09:49:00+00:00,gowns,100.0
3707,rec218,2020-04-03 09:51:00+00:00,respirators,50.0
3708,rec218,2020-04-03 09:51:00+00:00,faceShields,50.0
3709,rec218,2020-04-03 09:51:00+00:00,thermometers,25.0
3711,rec218,2020-04-03 09:51:00+00:00,disposableBooties,100.0
3712,rec218,2020-04-03 09:51:00+00:00,disinfectingWipes,10.0
3717,rec218,2020-04-03 09:51:00+00:00,handSanitizer,15.0
3720,rec218,2020-04-03 09:51:00+00:00,gowns,50.0
3721,rec218,2020-04-03 09:51:00+00:00,nitrileGloves,100.0
3724,rec219,2020-04-03 09:53:00+00:00,respirators,50.0
3725,rec219,2020-04-03 09:53:00+00:00,faceShields,25.0
3729,rec219,2020-04-03 09:53:00+00:00,disinfectingWipes,150.0
3734,rec219,2020-04-03 09:53:00+00:00,handSanitizer,25.0
3737,rec219,2020-04-03 09:53:00+00:00,gowns,50.0
3743,rec220,2020-04-03 09:53:00+00:00,thermometers,1.0
3746,rec220,2020-04-03 09:53:00+00:00,disinfectingWipes,50.0
3749,rec220,2020-04-03 09:53:00+00:00,handmadeMasks,50.0
3751,rec220,2020-04-03 09:53:00+00:00,handSanitizer,10.0
3753,rec220,2020-04-03 09:53:00+00:00,surgicalMasks,60.0
3755,rec220,2020-04-03 09:53:00+00:00,nitrileGloves,200.0
3758,rec221,2020-04-03 09:54:00+00:00,respirators,200.0
3759,rec221,2020-04-03 09:54:00+00:00,faceShields,100.0
3775,rec222,2020-04-03 09:55:00+00:00,respirators,400.0
3777,rec222,2020-04-03 09:55:00+00:00,thermometers,50.0
3780,rec222,2020-04-03 09:55:00+00:00,disinfectingWipes,200.0
3785,rec222,2020-04-03 09:55:00+00:00,handSanitizer,200.0
3788,rec222,2020-04-03 09:55:00+00:00,gowns,200.0
3789,rec222,2020-04-03 09:55:00+00:00,nitrileGloves,400.0
3792,rec223,2020-04-03 09:55:00+00:00,respirators,50.0
3794,rec223,2020-04-03 09:55:00+00:00,thermometers,4.0
3796,rec223,2020-04-03 09:55:00+00:00,disposableBooties,50.0
3797,rec223,2020-04-03 09:55:00+00:00,disinfectingWipes,8.0
3800,rec223,2020-04-03 09:55:00+00:00,handmadeMasks,24.0
3802,rec223,2020-04-03 09:55:00+00:00,handSanitizer,4.0
3814,rec224,2020-04-03 09:55:00+00:00,disinfectingWipes,15.0
3819,rec224,2020-04-03 09:55:00+00:00,handSanitizer,130.0
3821,rec224,2020-04-03 09:55:00+00:00,surgicalMasks,130.0
3823,rec224,2020-04-03 09:55:00+00:00,nitrileGloves,130.0
3826,rec225,2020-04-03 09:56:00+00:00,respirators,20.0
3827,rec225,2020-04-03 09:56:00+00:00,faceShields,20.0
3831,rec225,2020-04-03 09:56:00+00:00,disinfectingWipes,20.0
3836,rec225,2020-04-03 09:56:00+00:00,handSanitizer,20.0
3839,rec225,2020-04-03 09:56:00+00:00,gowns,50.0
3840,rec225,2020-04-03 09:56:00+00:00,nitrileGloves,20.0
3843,rec226,2020-04-03 09:56:00+00:00,respirators,20.0
3844,rec226,2020-04-03 09:56:00+00:00,faceShields,20.0
3848,rec226,2020-04-03 09:56:00+00:00,disinfectingWipes,20.0
3853,rec226,2020-04-03 09:56:00+00:00,handSanitizer,20.0
3856,rec226,2020-04-03 09:56:00+00:00,gowns,50.0
3857,rec226,2020-04-03 09:56:00+00:00,nitrileGloves,20.0
3860,rec227,2020-04-03 09:57:00+00:00,respirators,1000.0
3861,rec227,2020-04-03 09:57:00+00:00,faceShields,500.0
3862,rec227,2020-04-03 09:57:00+00:00,thermometers,500.0
3864,rec227,2020-04-03 09:57:00+00:00,disposableBooties,1000.0
3865,rec227,2020-04-03 09:57:00+00:00,disinfectingWipes,1000.0
3868,rec227,2020-04-03 09:57:00+00:00,handmadeMasks,500.0
3870,rec227,2020-04-03 09:57:00+00:00,handSanitizer,250.0
3873,rec227,2020-04-03 09:57:00+00:00,gowns,1000.0
3874,rec227,2020-04-03 09:57:00+00:00,nitrileGloves,5000.0
3877,rec228,2020-04-03 09:58:00+00:00,respirators,2000.0
3878,rec228,2020-04-03 09:58:00+00:00,faceShields,250.0
3882,rec228,2020-04-03 09:58:00+00:00,disinfectingWipes,500.0
3887,rec228,2020-04-03 09:58:00+00:00,handSanitizer,500.0
3890,rec228,2020-04-03 09:58:00+00:00,gowns,2500.0
3894,rec229,2020-04-03 09:58:00+00:00,respirators,100.0
3895,rec229,2020-04-03 09:58:00+00:00,faceShields,25.0
3907,rec229,2020-04-03 09:58:00+00:00,gowns,100.0
3911,rec230,2020-04-03 09:58:00+00:00,respirators,450.0
3912,rec230,2020-04-03 09:58:00+00:00,faceShields,100.0
3913,rec230,2020-04-03 09:58:00+00:00,thermometers,50.0
3915,rec230,2020-04-03 09:58:00+00:00,disposableBooties,450.0
3916,rec230,2020-04-03 09:58:00+00:00,disinfectingWipes,2000.0
3919,rec230,2020-04-03 09:58:00+00:00,handmadeMasks,200.0
3921,rec230,2020-04-03 09:58:00+00:00,handSanitizer,40.0
3924,rec230,2020-04-03 09:58:00+00:00,gowns,500.0
3925,rec230,2020-04-03 09:58:00+00:00,nitrileGloves,4000.0
3928,rec231,2020-04-03 09:59:00+00:00,respirators,1000.0
3930,rec231,2020-04-03 09:59:00+00:00,thermometers,100.0
3933,rec231,2020-04-03 09:59:00+00:00,disinfectingWipes,1000.0
3938,rec231,2020-04-03 09:59:00+00:00,handSanitizer,100.0
3942,rec231,2020-04-03 09:59:00+00:00,nitrileGloves,5000.0
